Circuit,D:SP,F:Depth,F:Width,F:2QGC
"[Gypi:0Gympi2:1Gxmpi2:2Gympi2:3]@(0,1,2,3)",0.9991047144551399,1,4,0
"[Gcnot:2:3Gzpi:0][Gxmpi2:0Gypi:2Gypi:3][Gxmpi2:0Gxpi2:2Gypi2:3][Gxmpi2:0Gypi2:2Gxpi:3]@(0,1,2,3)",0.9981697258660722,4,4,1
"[Gcnot:3:0Gxpi:1][Gcnot:0:1Gypi:3][Gcnot:0:1Gxpi2:3][Gcnot:1:0Gypi:3][Gcnot:1:0Gxpi2:3][Gcnot:0:3Gympi2:1][Gcnot:0:3Gxpi:1][Gcnot:0:3Gzpi:1][Gcnot:3:0Gxmpi2:1][Gcnot:0:1Gxpi:3][Gcnot:0:3Gxmpi2:1][Gcnot:0:1Gzpi:3][Gcnot:3:0Gypi:1][Gcnot:3:0Gxpi:1][Gcnot:0:1Gympi2:3][Gcnot:0:1Gypi:3][Gcnot:1:0Gypi:3][Gcnot:1:0Gzpi:3][Gcnot:3:0Gxpi:1]@(0,1,2,3)",0.975858285007646,19,4,19
"[Gcnot:3:2Gypi2:0Gxpi:1][Gxpi2:0Gympi2:1Gypi2:2Gxmpi2:3][Gcnot:1:0Gympi2:2Gypi:3][Gxpi2:0Gypi:1Gympi2:2Gypi2:3][Gcnot:2:3Gypi2:0Gxpi2:1][Gcnot:2:3Gxmpi2:0Gxpi2:1][Gcnot:0:1Gcnot:3:2][Gcnot:2:1Gzpi:0Gypi:3][Gcnot:3:2Gzpi:0Gxpi2:1][Gcnot:0:3Gypi2:1Gxpi2:2][Gcnot:0:3Gypi:1Gympi2:2][Gzpi:0Gzpi:1Gxmpi2:2Gxmpi2:3][Gcnot:0:1Gxpi2:2Gympi2:3][Gcnot:2:3Gympi2:0Gxpi2:1][Gcnot:0:1Gcnot:3:2][Gcnot:1:0Gypi:2Gypi2:3][Gcnot:0:3Gzpi:1Gypi2:2][Gcnot:0:1Gxmpi2:2Gxmpi2:3][Gcnot:1:0Gxpi2:2Gzpi:3][Gcnot:0:3Gcnot:2:1]@(0,1,2,3)",0.971164412747233,20,4,20
"Gcnot:1:0Gcnot:0:1Gcnot:0:1Gcnot:0:1Gcnot:0:1Gcnot:0:1Gcnot:1:0Gcnot:0:1Gcnot:1:0Gcnot:1:0Gcnot:0:1[Gxpi2:0Gympi2:1]Gcnot:0:1Gcnot:1:0[Gypi2:0Gxpi2:1]@(0,1,2,3)",0.9578897732103008,15,4,13
"Gxpi:1Gypi2:1Gypi2:1Gzpi:1Gypi:1Gxpi2:1Gxpi:1Gypi2:1@(0,1,2,3)",0.9988805095535003,8,4,0
"Gzpi:1Gxpi2:1Gxmpi2:1Gypi:1Gxmpi2:1Gympi2:1Gxpi2:1Gxpi2:1Gympi2:1Gxpi:1Gzpi:1Gxpi:1Gxmpi2:1Gxpi:1Gxmpi2:1Gxmpi2:1Gxpi2:1Gympi2:1Gympi2:1Gypi:1Gympi2:1Gxpi2:1Gypi2:1Gxmpi2:1Gxpi:1Gxmpi2:1Gxmpi2:1Gxpi2:1Gypi2:1Gypi2:1Gxmpi2:1Gypi2:1Gympi2:1Gxpi2:1Gzpi:1Gxpi2:1Gypi:1Gxpi:1Gxmpi2:1Gxpi2:1Gzpi:1Gzpi:1Gxmpi2:1Gxpi:1Gympi2:1Gympi2:1Gypi:1Gzpi:1Gxpi:1Gxpi2:1Gxpi:1Gypi2:1Gzpi:1Gxpi2:1Gypi:1Gxpi2:1Gypi2:1Gzpi:1Gxmpi2:1Gxpi2:1Gxmpi2:1Gxmpi2:1Gympi2:1Gxpi:1Gxmpi2:1Gxpi:1Gxpi:1Gxpi2:1Gxpi:1Gypi:1Gypi:1Gypi2:1Gympi2:1Gzpi:1Gxpi2:1Gypi:1Gypi:1Gypi:1Gypi2:1Gzpi:1Gypi:1Gypi2:1Gxpi2:1Gxpi2:1Gypi2:1Gxpi2:1Gxpi:1Gxmpi2:1Gypi:1Gypi:1Gympi2:1Gzpi:1Gypi:1Gympi2:1Gxpi:1Gypi:1Gxmpi2:1Gypi:1Gzpi:1Gxpi:1Gypi2:1Gxmpi2:1Gympi2:1Gypi:1Gypi:1Gxmpi2:1Gypi2:1Gxpi:1Gzpi:1Gxmpi2:1Gympi2:1Gzpi:1Gympi2:1Gxpi2:1Gxpi:1Gympi2:1Gxpi2:1Gxpi2:1Gypi2:1Gxmpi2:1Gypi2:1Gxpi2:1Gypi:1Gxmpi2:1Gypi:1Gzpi:1Gxpi:1Gympi2:1Gypi:1Gxpi:1Gxpi:1Gxpi2:1Gxpi2:1Gxpi:1Gxpi2:1Gxmpi2:1Gxpi2:1Gzpi:1Gxmpi2:1Gxpi:1Gxmpi2:1Gypi:1Gzpi:1Gzpi:1Gxmpi2:1Gxpi2:1Gxpi2:1Gypi2:1Gympi2:1Gympi2:1Gxmpi2:1Gxpi2:1Gxpi:1Gympi2:1Gxmpi2:1Gypi:1Gxmpi2:1Gympi2:1Gzpi:1Gypi2:1Gxmpi2:1Gxmpi2:1Gxpi2:1Gxpi:1Gxpi:1Gxmpi2:1Gxpi:1Gxmpi2:1Gzpi:1Gxpi:1Gxmpi2:1Gypi2:1Gxpi:1Gympi2:1Gzpi:1Gypi2:1@(0,1,2,3)",0.9892851437411174,176,4,0
"[Gypi:0Gympi2:1Gxmpi2:2Gzpi:3][Gcnot:2:1Gxmpi2:0Gypi:3][Gxpi:0Gympi2:1Gzpi:2Gympi2:3][Gcnot:2:1Gcnot:3:0][Gcnot:1:2Gcnot:3:0][Gcnot:2:3Gzpi:0Gxpi2:1][Gcnot:2:3Gxpi:0Gxmpi2:1][Gcnot:3:0Gxmpi2:1Gxmpi2:2]@(0,1,2,3)",0.9850011361190902,8,4,8
"[Gypi2:0Gypi:1Gypi2:2Gxpi2:3][Gypi:0Gxmpi2:1Gxpi:2Gypi2:3][Gympi2:0Gxpi2:1Gzpi:2Gypi:3][Gcnot:3:2Gypi2:0Gxmpi2:1][Gypi:0Gypi2:1Gypi2:2Gympi2:3][Gcnot:0:3Gzpi:1Gypi2:2][Gypi2:0Gympi2:1Gxmpi2:2Gympi2:3]@(0,1,2,3)",0.9936734236445703,7,4,2
"Gxpi2:2Gxpi:2Gxpi:2Gxpi:2Gzpi:2Gxpi2:2Gxpi2:2Gympi2:2Gzpi:2Gxpi:2Gzpi:2Gypi:2Gypi2:2@(0,1,2,3)",0.998646162760515,13,4,0
"[Gympi2:2Gypi2:3][Gxpi2:2Gypi2:3][Gypi2:2Gypi2:3][Gxmpi2:2Gxpi:3][Gxpi2:2Gympi2:3][Gzpi:2Gypi:3][Gypi:2Gympi2:3][Gxpi2:2Gxpi2:3][Gympi2:2Gypi:3][Gzpi:2Gxpi:3][Gypi:2Gzpi:3][Gympi2:2Gypi2:3][Gypi:2Gxmpi2:3][Gxpi:2Gxmpi2:3][Gzpi:2Gxmpi2:3][Gypi2:2Gzpi:3][Gxpi:2Gzpi:3][Gypi:2Gypi:3][Gxpi2:2Gzpi:3][Gxmpi2:2Gypi:3][Gxpi:2Gxpi2:3][Gypi2:2Gxpi2:3]Gcnot:2:3[Gxpi2:2Gxpi2:3][Gypi2:2Gypi:3]Gcnot:3:2[Gympi2:2Gxpi:3][Gxpi:2Gxpi2:3]Gcnot:3:2[Gympi2:2Gypi:3][Gxpi:2Gzpi:3][Gympi2:2Gxpi2:3][Gzpi:2Gzpi:3][Gypi:2Gxpi2:3][Gympi2:2Gxpi2:3][Gxpi2:2Gxmpi2:3][Gympi2:2Gypi2:3][Gypi2:2Gzpi:3]@(0,1,2,3)",0.9896393725296732,38,4,3
"[Gxpi:0Gympi2:1Gxpi2:2][Gxpi2:0Gypi2:1Gxmpi2:2][Gympi2:0Gxpi:1Gzpi:2][Gzpi:0Gypi2:1Gxmpi2:2][Gypi2:0Gxmpi2:1Gypi2:2][Gympi2:0Gxmpi2:1Gxpi:2]@(0,1,2,3)",0.996601037845376,6,4,0
"[Gxpi:0Gxpi2:1Gympi2:3][Gzpi:0Gxpi:1Gzpi:3][Gympi2:0Gxmpi2:1Gympi2:3][Gcnot:0:1Gzpi:3][Gxpi:0Gypi2:1Gxpi:3][Gcnot:3:0Gxpi2:1][Gcnot:3:0Gxpi2:1][Gcnot:0:3Gzpi:1][Gxmpi2:0Gypi2:1Gxmpi2:3][Gympi2:0Gympi2:1Gympi2:3][Gxmpi2:0Gxpi:1Gxmpi2:3][Gxpi2:0Gxmpi2:1Gypi:3][Gcnot:1:0Gypi:3][Gcnot:0:3Gxpi:1][Gxmpi2:0Gypi:1Gypi:3][Gcnot:3:0Gxmpi2:1][Gcnot:1:0Gxmpi2:3][Gcnot:3:0Gzpi:1][Gcnot:1:0Gypi2:3][Gypi2:0Gympi2:1Gypi:3][Gcnot:0:1Gypi:3]@(0,1,2,3)",0.9841963041709971,21,4,11
"Gympi2:0Gxmpi2:0Gypi2:0Gzpi:0Gxpi:0Gxpi:0Gxpi:0Gxpi2:0Gypi2:0Gypi2:0Gzpi:0Gympi2:0Gypi:0Gzpi:0Gxmpi2:0Gympi2:0Gxmpi2:0Gympi2:0Gypi2:0Gypi2:0Gypi:0Gypi:0Gxpi2:0Gypi2:0Gypi:0Gxpi:0Gzpi:0Gzpi:0Gxpi2:0Gxpi2:0Gxmpi2:0Gympi2:0Gzpi:0Gxmpi2:0Gzpi:0Gypi:0Gxpi2:0Gzpi:0Gzpi:0Gxmpi2:0Gympi2:0Gxpi2:0Gypi:0Gxpi2:0Gympi2:0Gxmpi2:0Gypi2:0Gypi:0Gxmpi2:0Gzpi:0Gypi:0Gxmpi2:0Gxpi:0Gzpi:0Gypi2:0Gxmpi2:0Gxpi:0Gypi2:0Gypi2:0Gxpi:0Gxmpi2:0Gxmpi2:0Gypi2:0Gympi2:0Gxpi2:0Gzpi:0Gypi2:0@(0,1,2,3)",0.9983147024789505,67,4,0
"Gcnot:2:3Gcnot:3:2[Gypi2:2Gzpi:3]@(0,1,2,3)",0.9988735580829352,3,4,2
"Gxmpi2:0Gympi2:0Gxmpi2:0Gxpi:0Gxmpi2:0Gxpi:0Gypi2:0Gypi2:0@(0,1,2,3)",0.9995888074152046,8,4,0
"Gxmpi2:2Gxpi2:2Gypi2:2Gxmpi2:2Gypi2:2Gympi2:2Gxmpi2:2Gypi:2Gypi:2Gzpi:2Gypi:2Gzpi:2Gxmpi2:2Gympi2:2Gxmpi2:2Gxpi2:2Gympi2:2Gzpi:2Gxpi:2Gxpi:2Gypi2:2Gypi:2Gxpi:2Gypi:2Gympi2:2Gypi:2Gzpi:2Gxpi2:2Gxpi2:2Gxpi:2Gxpi:2Gympi2:2Gxpi:2Gxpi:2Gzpi:2Gympi2:2Gxpi2:2Gympi2:2Gypi2:2Gxpi2:2Gympi2:2Gzpi:2Gzpi:2Gympi2:2Gzpi:2Gympi2:2Gxpi2:2Gypi2:2Gypi2:2Gympi2:2Gypi:2Gzpi:2Gxpi:2Gxmpi2:2Gxmpi2:2Gypi2:2Gxpi2:2Gypi2:2Gzpi:2Gxmpi2:2Gzpi:2Gxmpi2:2Gympi2:2Gxpi2:2Gzpi:2Gympi2:2Gxpi2:2Gypi:2Gxpi2:2Gxpi:2Gypi:2Gzpi:2Gzpi:2Gypi:2Gympi2:2Gzpi:2Gxpi2:2Gxmpi2:2Gxpi:2Gypi2:2Gxpi:2Gympi2:2Gypi:2Gxmpi2:2Gypi2:2Gypi:2Gzpi:2Gzpi:2Gympi2:2Gxmpi2:2Gxmpi2:2Gxmpi2:2Gxpi2:2Gxmpi2:2Gxpi2:2Gypi:2Gypi:2Gxpi2:2Gypi:2Gxpi:2Gypi2:2Gxmpi2:2Gxmpi2:2Gxpi2:2Gympi2:2Gxmpi2:2Gympi2:2Gxpi:2Gxpi2:2Gypi:2Gzpi:2Gypi:2Gympi2:2Gypi:2Gympi2:2Gxmpi2:2Gxpi2:2Gypi:2Gxpi2:2Gypi:2Gypi:2Gypi2:2Gxpi2:2Gypi2:2Gxmpi2:2Gypi2:2Gxpi:2Gympi2:2Gypi:2Gzpi:2@(0,1,2,3)",0.9934940412455389,130,4,0
"[Gxpi:0Gxpi2:1Gxpi:2Gxpi2:3][Gzpi:0Gxmpi2:1Gzpi:2Gypi2:3][Gzpi:0Gypi2:1Gypi2:2Gypi2:3]@(0,1,2,3)",0.9978623316521607,3,4,0
"[Gcnot:3:0Gypi:2][Gcnot:3:0Gympi2:2][Gcnot:2:3Gypi:0][Gcnot:2:3Gypi2:0][Gcnot:0:3Gxmpi2:2][Gcnot:3:2Gzpi:0][Gcnot:3:2Gympi2:0][Gcnot:3:2Gympi2:0][Gxpi:0Gzpi:2Gxpi:3][Gcnot:3:0Gxpi:2][Gypi:0Gxpi2:2Gypi2:3][Gcnot:0:3Gxmpi2:2][Gympi2:0Gympi2:2Gxmpi2:3][Gcnot:2:3Gypi2:0][Gcnot:3:0Gxpi:2][Gcnot:0:3Gxpi:2]@(0,1,2,3)",0.9853595660836749,16,4,13
"[Gympi2:0Gxpi:1][Gxpi2:0Gxmpi2:1]Gcnot:1:0[Gzpi:0Gxpi:1]Gcnot:0:1Gcnot:1:0[Gzpi:0Gzpi:1][Gxpi:0Gympi2:1]Gcnot:1:0[Gxpi2:0Gxpi:1][Gypi2:0Gympi2:1]Gcnot:0:1Gcnot:0:1[Gxpi2:0Gxpi:1][Gympi2:0Gxpi2:1][Gxmpi2:0Gympi2:1][Gypi:0Gxmpi2:1][Gzpi:0Gzpi:1]Gcnot:1:0[Gxpi:0Gypi:1]Gcnot:0:1Gcnot:0:1[Gxmpi2:0Gypi:1][Gypi:0Gympi2:1]Gcnot:1:0Gcnot:1:0Gcnot:0:1[Gypi2:0Gypi2:1]Gcnot:1:0Gcnot:1:0@(0,1,2,3)",0.9783633319535582,30,4,14
"[Gympi2:0Gxpi:1Gxpi:2][Gypi2:0Gzpi:1Gzpi:2][Gcnot:1:0Gxpi:2][Gcnot:0:1Gxmpi2:2][Gympi2:0Gxpi:1Gypi:2][Gxpi2:0Gxpi:1Gypi:2][Gxmpi2:0Gzpi:1Gypi2:2][Gcnot:1:0Gxpi2:2][Gcnot:2:1Gzpi:0][Gypi:0Gxpi2:1Gypi2:2][Gcnot:1:2Gxmpi2:0][Gxmpi2:0Gxpi:1Gypi:2][Gypi:0Gzpi:1Gzpi:2][Gxpi2:0Gypi:1Gxpi:2][Gcnot:1:2Gypi:0][Gcnot:0:1Gxpi:2][Gypi:0Gxpi:1Gxpi2:2]@(0,1,2,3)",0.9896315523720173,17,4,7
"[Gcnot:2:3Gxmpi2:1][Gcnot:2:3Gxpi2:1]@(0,1,2,3)",0.9977380241051613,2,4,2
"[Gxpi:0Gxmpi2:1Gxpi2:3][Gcnot:0:1Gypi2:3][Gxmpi2:0Gxmpi2:1Gxpi2:3][Gympi2:0Gxpi2:1Gzpi:3][Gcnot:1:0Gxpi:3][Gxpi2:0Gzpi:1Gypi:3][Gcnot:3:0Gypi:1][Gcnot:3:0Gzpi:1][Gypi2:0Gzpi:1Gzpi:3][Gcnot:0:1Gxpi:3][Gympi2:0Gzpi:1Gzpi:3][Gcnot:3:0Gxpi2:1][Gympi2:0Gxpi2:1Gypi2:3][Gxmpi2:0Gxmpi2:1Gypi:3][Gypi2:0Gympi2:1Gypi:3][Gypi:0Gypi:1Gypi:3][Gxmpi2:0Gxpi:1Gypi2:3][Gxmpi2:0Gzpi:1Gzpi:3][Gxpi2:0Gypi2:1Gxpi:3][Gympi2:0Gxpi:1Gxmpi2:3][Gzpi:0Gxpi:1Gypi:3]@(0,1,2,3)",0.9909530640108699,21,4,6
"[Gympi2:0Gympi2:1Gxpi:2Gzpi:3][Gxpi:0Gxpi:1Gzpi:2Gympi2:3][Gzpi:0Gxpi:1Gympi2:2Gympi2:3][Gxmpi2:0Gxpi:1Gzpi:2Gypi:3][Gxmpi2:0Gxmpi2:1Gympi2:2Gypi2:3][Gypi:0Gxmpi2:1Gypi2:2Gypi2:3][Gympi2:0Gympi2:1Gxmpi2:2Gxpi2:3][Gypi2:0Gxpi2:1Gzpi:2Gzpi:3]@(0,1,2,3)",0.9910230631229879,8,4,0
"[Gxmpi2:0Gxmpi2:1Gypi2:2][Gzpi:0Gxpi:1Gzpi:2][Gcnot:1:2Gzpi:0][Gxmpi2:0Gympi2:1Gxmpi2:2][Gcnot:0:1Gxpi2:2]@(0,1,2,3)",0.9971853900971593,5,4,2
"[Gypi2:0Gzpi:2Gzpi:3][Gcnot:2:3Gypi:0][Gzpi:0Gypi2:2Gzpi:3][Gxpi:0Gxpi2:2Gypi:3][Gcnot:0:3Gzpi:2][Gzpi:0Gzpi:2Gxmpi2:3][Gxpi:0Gxpi2:2Gypi:3][Gympi2:0Gympi2:2Gxmpi2:3][Gcnot:2:3Gzpi:0][Gcnot:3:2Gxpi2:0]@(0,1,2,3)",0.9925549768339336,10,4,4
"[Gxpi:0Gzpi:1Gympi2:2][Gxmpi2:0Gypi:1Gxpi2:2][Gypi2:0Gxpi2:1Gxpi:2][Gcnot:1:2Gxmpi2:0][Gzpi:0Gxpi2:1Gympi2:2][Gxpi:0Gzpi:1Gxmpi2:2][Gzpi:0Gypi2:1Gympi2:2][Gxpi2:0Gypi2:1Gympi2:2][Gxpi2:0Gypi:1Gxpi:2][Gxpi2:0Gypi:1Gxpi:2][Gxpi:0Gypi2:1Gypi:2][Gxpi2:0Gzpi:1Gzpi:2][Gzpi:0Gypi:1Gxpi:2][Gxpi:0Gxpi2:1Gxpi:2][Gypi:0Gypi2:1Gzpi:2][Gympi2:0Gxpi2:1Gzpi:2][Gcnot:0:1Gxmpi2:2]@(0,1,2,3)",0.9929995096417499,17,4,2
"Gzpi:2Gxmpi2:2Gypi:2Gxmpi2:2Gxpi:2Gxpi:2Gxmpi2:2Gxpi:2Gxpi2:2Gxmpi2:2Gympi2:2Gxmpi2:2Gympi2:2Gxmpi2:2Gzpi:2Gxmpi2:2Gympi2:2Gzpi:2Gypi2:2Gympi2:2Gypi:2Gxpi:2Gypi2:2Gzpi:2Gxpi:2Gxpi:2Gympi2:2Gzpi:2Gzpi:2Gypi2:2Gxmpi2:2Gxpi2:2Gxpi:2Gzpi:2Gypi:2Gxpi2:2Gxpi:2Gypi:2Gypi:2Gxmpi2:2Gypi2:2Gxpi2:2Gypi2:2Gxpi:2Gxmpi2:2Gypi:2Gzpi:2Gxpi:2Gympi2:2Gympi2:2Gxmpi2:2Gypi:2Gypi:2Gzpi:2Gypi2:2Gxpi:2Gzpi:2Gxmpi2:2Gypi2:2@(0,1,2,3)",0.9961063809537409,59,4,0
"[Gxmpi2:0Gypi2:2Gympi2:3][Gxpi2:0Gypi:2Gxpi:3][Gypi:0Gypi:2Gzpi:3][Gxmpi2:0Gxmpi2:2Gxmpi2:3][Gxpi:0Gxpi2:2Gzpi:3][Gzpi:0Gxmpi2:2Gympi2:3][Gxmpi2:0Gypi:2Gypi:3][Gympi2:0Gypi2:2Gxpi2:3][Gcnot:3:0Gypi2:2]@(0,1,2,3)",0.9922029814179859,9,4,1
"Gzpi:0Gypi:0Gypi:0Gzpi:0Gxmpi2:0Gypi2:0Gxpi:0Gypi:0Gxpi2:0Gzpi:0Gzpi:0Gxmpi2:0Gxpi2:0Gypi2:0Gxpi2:0Gxpi2:0Gympi2:0Gzpi:0Gxpi2:0Gxpi:0Gxmpi2:0Gypi2:0Gxpi:0@(0,1,2,3)",0.9997804965059535,23,4,0
"[Gcnot:3:2Gypi2:0Gypi2:1][Gcnot:1:0Gxpi2:2Gxpi2:3][Gcnot:0:1Gypi:2Gxpi:3][Gcnot:3:2Gxpi:0Gxmpi2:1][Gcnot:3:2Gypi2:0Gxpi:1][Gcnot:1:0Gcnot:2:3][Gcnot:3:0Gypi2:1Gypi2:2][Gcnot:2:1Gypi:0Gzpi:3][Gcnot:3:2Gxpi2:0Gypi:1][Gcnot:0:1Gcnot:3:2][Gcnot:0:1Gcnot:2:3][Gcnot:1:0Gympi2:2Gxpi:3][Gcnot:0:1Gxmpi2:2Gxmpi2:3][Gcnot:0:1Gypi:2Gxpi2:3][Gcnot:0:1Gzpi:2Gypi:3][Gxpi2:0Gxpi:1Gzpi:2Gxmpi2:3][Gcnot:3:2Gympi2:0Gypi:1][Gcnot:1:0Gcnot:3:2][Gcnot:1:0Gcnot:2:3]@(0,1,2,3)",0.9742746290405623,19,4,23
"[Gcnot:3:2Gxmpi2:1][Gxmpi2:1Gxpi2:2Gympi2:3][Gxmpi2:1Gzpi:2Gxmpi2:3][Gcnot:2:1Gypi:3][Gxpi:1Gypi2:2Gypi:3][Gcnot:2:1Gxpi:3][Gcnot:1:2Gympi2:3][Gcnot:2:3Gypi:1][Gcnot:3:2Gypi2:1][Gcnot:1:2Gxmpi2:3][Gcnot:2:3Gypi2:1][Gcnot:2:1Gypi:3][Gcnot:1:2Gxpi:3][Gzpi:1Gxmpi2:2Gxpi:3][Gcnot:3:2Gxmpi2:1][Gxpi:1Gympi2:2Gypi:3][Gcnot:2:1Gypi2:3][Gcnot:3:2Gxpi:1][Gypi2:1Gypi2:2Gxmpi2:3][Gcnot:3:2Gypi:1][Gcnot:1:2Gzpi:3][Gcnot:2:3Gypi2:1][Gcnot:2:3Gzpi:1][Gxmpi2:1Gxpi2:2Gxpi:3][Gympi2:1Gxpi:2Gxpi:3][Gcnot:2:3Gxpi:1][Gcnot:1:2Gxmpi2:3][Gcnot:3:2Gzpi:1][Gcnot:1:2Gxmpi2:3]@(0,1,2,3)",0.9852984629577728,29,4,21
