,Circuit,D:SP,F:Depth,F:Width,F:2QGC
10,"[Gxpi2:1Gympi2:2]Gcnot:2:1Gcnot:2:1Gcnot:1:2Gcnot:2:1Gcnot:1:2[Gxpi:1Gypi2:2][Gxpi:1Gympi2:2]@(0,1,2,3)",0.9903814449570796,8,4,5
11,"Gcnot:2:3Gcnot:2:3Gcnot:3:2[Gzpi:2Gypi2:3][Gympi2:2Gxpi:3]@(0,1,2,3)",0.9976317150416464,5,4,3
12,"Gcnot:1:0[Gxpi:0Gzpi:1]Gcnot:1:0[Gxpi:0Gypi:1]Gcnot:1:0Gcnot:1:0Gcnot:1:0Gcnot:1:0Gcnot:1:0[Gympi2:0Gxpi2:1]Gcnot:1:0Gcnot:1:0Gcnot:0:1Gcnot:1:0Gcnot:1:0[Gypi:0Gympi2:1]Gcnot:1:0Gcnot:0:1[Gxpi:0Gzpi:1]Gcnot:1:0[Gypi2:0Gypi:1]Gcnot:1:0[Gxmpi2:0Gypi:1]Gcnot:1:0Gcnot:1:0[Gxmpi2:0Gxpi:1]Gcnot:1:0@(0,1,2,3)",0.9762730113785484,27,4,19
13,"[Gympi2:0Gxmpi2:1Gypi:2Gypi:3][Gcnot:2:1Gympi2:0Gxpi2:3][Gcnot:0:3Gxpi:1Gympi2:2][Gcnot:0:1Gxpi2:2Gypi2:3]@(0,1,2,3)",0.9961328816256676,4,4,3
14,"Gcnot:0:1[Gypi:0Gzpi:1][Gxpi:0Gypi:1][Gxpi2:0Gxpi:1][Gypi:0Gxpi:1][Gxmpi2:0Gxmpi2:1][Gypi2:0Gxmpi2:1][Gxpi:0Gxmpi2:1][Gypi2:0Gzpi:1]Gcnot:0:1[Gympi2:0Gxpi:1][Gypi2:0Gypi:1][Gypi2:0Gypi2:1]Gcnot:1:0[Gxpi2:0Gxmpi2:1][Gzpi:0Gypi:1][Gypi:0Gzpi:1][Gzpi:0Gympi2:1][Gypi:0Gympi2:1]Gcnot:0:1[Gympi2:0Gypi2:1][Gzpi:0Gzpi:1][Gypi2:0Gympi2:1][Gxmpi2:0Gxmpi2:1][Gxpi:0Gypi:1][Gypi:0Gympi2:1][Gxmpi2:0Gxmpi2:1][Gypi:0Gxpi:1][Gypi:0Gypi:1]@(0,1,2,3)",0.9939424286059724,29,4,4
15,"Gxmpi2:0Gxpi2:0Gxpi2:0Gxpi2:0Gzpi:0Gypi:0Gypi:0Gypi2:0Gympi2:0Gypi:0Gxmpi2:0Gxmpi2:0Gxpi:0Gypi2:0Gzpi:0Gypi:0Gypi:0Gympi2:0Gxpi2:0Gympi2:0Gxpi:0Gzpi:0Gzpi:0Gypi2:0Gxpi:0Gxmpi2:0Gympi2:0Gxpi:0Gxmpi2:0Gypi:0Gxpi:0Gxmpi2:0Gzpi:0Gympi2:0Gypi:0Gxpi2:0Gxpi:0Gxmpi2:0Gympi2:0Gympi2:0Gzpi:0Gxpi:0Gxmpi2:0Gympi2:0Gypi2:0Gympi2:0Gypi2:0Gxpi:0Gypi2:0Gxpi2:0Gypi:0Gxpi2:0Gzpi:0Gympi2:0Gympi2:0Gypi:0Gxpi:0Gxmpi2:0Gypi2:0Gxmpi2:0Gxpi:0Gypi:0Gypi2:0@(0,1,2,3)",0.9920438997717768,63,4,0
16,"[Gypi:0Gypi:1Gympi2:2Gxpi:3][Gympi2:0Gympi2:1Gypi:2Gxmpi2:3][Gxpi2:0Gypi2:1Gypi:2Gypi:3][Gxpi:0Gypi2:1Gypi2:2Gzpi:3][Gxpi:0Gxpi2:1Gypi:2Gypi:3][Gypi2:0Gxpi2:1Gxmpi2:2Gzpi:3][Gxpi:0Gxpi:1Gypi2:2Gxmpi2:3][Gxpi2:0Gxpi2:1Gypi2:2Gxmpi2:3][Gypi2:0Gympi2:1Gzpi:2Gypi2:3][Gxpi2:0Gzpi:1Gypi2:2Gypi:3][Gzpi:0Gzpi:1Gypi:2Gxmpi2:3][Gypi:0Gypi2:1Gxpi:2Gympi2:3][Gzpi:0Gxmpi2:1Gxmpi2:2Gympi2:3][Gzpi:0Gympi2:1Gxmpi2:2Gxmpi2:3][Gympi2:0Gxmpi2:1Gypi2:2Gypi:3][Gcnot:2:1Gzpi:0Gxpi2:3][Gxpi2:0Gzpi:1Gxmpi2:2Gxpi:3][Gypi:0Gxpi2:1Gypi:2Gxpi:3]@(0,1,2,3)",0.9850635695584138,18,4,1
17,"[Gypi:1Gzpi:2Gympi2:3][Gxmpi2:1Gypi:2Gxmpi2:3][Gcnot:2:3Gzpi:1][Gcnot:3:2Gxmpi2:1][Gypi2:1Gypi:2Gxmpi2:3][Gcnot:2:3Gxpi:1][Gcnot:2:3Gympi2:1][Gcnot:2:3Gxpi:1][Gzpi:1Gympi2:2Gympi2:3][Gypi:1Gxmpi2:2Gzpi:3][Gympi2:1Gxpi2:2Gypi2:3][Gcnot:2:1Gzpi:3][Gcnot:2:3Gxpi:1][Gypi2:1Gympi2:2Gympi2:3][Gcnot:1:2Gzpi:3][Gypi2:1Gxpi:2Gypi:3][Gympi2:1Gxmpi2:2Gzpi:3][Gympi2:1Gympi2:2Gympi2:3][Gypi2:1Gypi2:2Gympi2:3][Gxpi:1Gympi2:2Gypi:3][Gxmpi2:1Gxpi:2Gympi2:3]@(0,1,2,3)",0.9764035932706164,21,4,8
18,"[Gxpi:2Gxmpi2:3][Gypi2:2Gzpi:3][Gzpi:2Gxmpi2:3][Gxpi:2Gympi2:3]@(0,1,2,3)",0.9985034843480542,4,4,0
19,"Gzpi:3Gypi2:3Gxpi:3Gympi2:3Gypi2:3Gzpi:3Gypi2:3Gympi2:3Gympi2:3Gzpi:3Gympi2:3Gzpi:3Gxpi:3Gxpi:3Gxmpi2:3Gxmpi2:3Gxpi:3Gxpi2:3Gypi2:3Gxmpi2:3Gxpi:3Gypi:3Gxpi2:3Gypi:3Gypi:3Gypi:3Gypi2:3Gympi2:3Gzpi:3Gxmpi2:3Gxmpi2:3Gxmpi2:3Gypi2:3Gzpi:3Gzpi:3Gypi2:3Gypi:3Gxpi:3Gxpi2:3Gxpi:3Gypi:3Gypi2:3Gypi:3Gxpi2:3Gypi2:3Gxmpi2:3Gympi2:3Gypi:3Gypi:3Gxpi2:3Gypi:3Gypi:3Gypi:3Gzpi:3Gypi:3Gypi2:3Gxmpi2:3Gxpi2:3Gypi2:3Gympi2:3Gxpi2:3Gypi2:3Gzpi:3Gypi2:3Gypi2:3Gypi:3Gympi2:3Gzpi:3Gxpi2:3Gzpi:3Gympi2:3Gypi:3Gympi2:3Gxpi:3Gzpi:3Gxpi2:3Gypi:3Gympi2:3Gxpi:3Gxpi:3Gxpi:3Gympi2:3Gxpi2:3Gzpi:3Gypi:3Gxmpi2:3Gxpi2:3Gxmpi2:3Gxpi:3Gxpi2:3@(0,1,2,3)",0.9929821659056504,90,4,0
20,"Gxpi:0Gypi:0Gxpi2:0Gxmpi2:0Gypi2:0Gxpi2:0Gzpi:0Gypi:0Gympi2:0Gxmpi2:0Gypi:0Gxmpi2:0Gxpi2:0Gxmpi2:0Gympi2:0Gxmpi2:0Gxmpi2:0Gympi2:0Gypi2:0Gympi2:0Gzpi:0Gypi:0Gypi2:0Gypi:0Gypi2:0Gypi2:0Gxpi2:0Gxmpi2:0Gxpi2:0Gypi2:0Gypi2:0Gxmpi2:0Gypi:0Gympi2:0Gzpi:0Gympi2:0Gypi2:0Gzpi:0Gxpi2:0Gypi2:0Gxpi2:0Gypi:0Gxmpi2:0Gympi2:0Gxpi2:0Gypi2:0Gypi:0Gypi:0Gxpi2:0Gympi2:0Gxpi2:0Gxpi:0Gzpi:0Gxmpi2:0Gxpi:0Gympi2:0Gympi2:0Gympi2:0Gxpi:0Gypi2:0Gympi2:0Gxpi:0Gzpi:0Gxpi2:0Gzpi:0Gxpi:0Gxpi2:0Gxmpi2:0Gxmpi2:0Gzpi:0Gxpi:0Gzpi:0Gympi2:0Gzpi:0Gzpi:0Gypi2:0Gypi2:0Gxpi:0Gxpi2:0Gypi:0Gypi2:0Gympi2:0Gxpi:0Gxpi:0Gypi:0Gzpi:0Gypi2:0Gypi2:0Gxpi:0Gxmpi2:0Gympi2:0Gxpi2:0Gypi:0Gypi2:0Gxpi:0Gxmpi2:0Gypi2:0Gypi2:0Gypi:0Gypi2:0Gympi2:0Gypi2:0Gxpi2:0Gxpi:0Gzpi:0Gypi:0Gympi2:0Gympi2:0Gympi2:0Gympi2:0Gxpi:0Gypi:0Gxmpi2:0@(0,1,2,3)",0.9814958474227722,113,4,0
21,"[Gxpi2:0Gxpi2:1Gxpi2:2Gypi2:3][Gypi2:0Gzpi:1Gypi:2Gxpi:3][Gxmpi2:0Gypi2:1Gxpi2:2Gypi2:3][Gcnot:1:0Gypi2:2Gzpi:3][Gxpi:0Gzpi:1Gxpi:2Gxmpi2:3][Gxpi2:0Gzpi:1Gxpi2:2Gypi:3][Gypi:0Gxmpi2:1Gypi:2Gxpi:3][Gxpi2:0Gxmpi2:1Gxmpi2:2Gzpi:3][Gcnot:3:2Gzpi:0Gxpi2:1][Gxpi:0Gxpi:1Gzpi:2Gxmpi2:3][Gypi:0Gxpi2:1Gzpi:2Gxpi:3][Gxpi2:0Gympi2:1Gympi2:2Gxpi:3][Gypi2:0Gzpi:1Gypi2:2Gypi:3][Gzpi:0Gxpi2:1Gzpi:2Gypi:3][Gzpi:0Gypi:1Gypi:2Gzpi:3][Gxpi2:0Gxpi2:1Gxpi:2Gympi2:3]@(0,1,2,3)",0.992066153768312,16,4,2
22,"[Gcnot:3:2Gxpi:1][Gypi:1Gypi2:2Gypi:3][Gxpi2:1Gxpi:2Gzpi:3][Gcnot:2:1Gxpi2:3][Gcnot:3:2Gypi2:1][Gypi:1Gympi2:2Gzpi:3][Gcnot:2:3Gxpi:1][Gxmpi2:1Gxmpi2:2Gympi2:3][Gcnot:2:1Gxmpi2:3][Gypi2:1Gypi2:2Gympi2:3][Gcnot:3:2Gxpi:1][Gcnot:3:2Gympi2:1][Gcnot:2:1Gxmpi2:3][Gcnot:2:1Gxmpi2:3][Gcnot:3:2Gypi:1][Gcnot:3:2Gypi:1][Gcnot:2:3Gzpi:1][Gcnot:3:2Gxpi2:1][Gcnot:3:2Gxpi2:1][Gcnot:2:3Gxmpi2:1][Gxmpi2:1Gxpi:2Gzpi:3][Gcnot:2:3Gympi2:1][Gcnot:2:1Gxpi:3][Gcnot:2:1Gypi2:3][Gcnot:1:2Gzpi:3][Gcnot:2:3Gypi2:1][Gcnot:3:2Gxpi:1][Gxpi2:1Gxpi2:2Gxmpi2:3][Gcnot:1:2Gympi2:3]@(0,1,2,3)",0.96965263849986,29,4,22
23,"[Gcnot:3:0Gypi:1][Gypi2:0Gxmpi2:1Gxpi:3][Gcnot:0:3Gxmpi2:1][Gcnot:0:1Gxmpi2:3][Gcnot:1:0Gxmpi2:3][Gcnot:3:0Gypi:1][Gcnot:3:0Gypi2:1][Gxpi2:0Gxpi:1Gympi2:3][Gcnot:0:1Gympi2:3][Gcnot:0:1Gypi:3][Gxmpi2:0Gxpi2:1Gzpi:3][Gcnot:1:0Gxmpi2:3][Gcnot:1:0Gzpi:3][Gcnot:3:0Gxmpi2:1][Gcnot:0:3Gxmpi2:1][Gympi2:0Gxmpi2:1Gypi:3][Gcnot:0:3Gypi:1][Gcnot:0:3Gxmpi2:1][Gcnot:3:0Gypi2:1][Gcnot:0:3Gxpi2:1][Gcnot:0:1Gypi2:3][Gcnot:3:0Gxpi:1][Gcnot:0:1Gxmpi2:3][Gxpi2:0Gxmpi2:1Gzpi:3][Gcnot:0:3Gxpi:1][Gcnot:1:0Gxpi2:3][Gcnot:0:1Gxpi2:3]@(0,1,2,3)",0.972250976879362,27,4,22
24,"Gzpi:0Gzpi:0Gypi2:0Gypi2:0Gympi2:0Gxpi:0Gxpi2:0Gypi2:0Gxpi:0Gxmpi2:0Gxmpi2:0Gypi2:0Gypi:0Gzpi:0Gxpi:0Gxmpi2:0Gxmpi2:0Gypi2:0Gzpi:0Gypi2:0Gypi2:0Gxpi:0Gypi2:0Gxpi:0Gypi2:0Gxpi:0Gympi2:0Gzpi:0Gzpi:0Gxmpi2:0Gxpi2:0Gympi2:0Gympi2:0Gxmpi2:0Gxmpi2:0Gxpi2:0Gypi:0Gxpi:0Gxpi2:0Gxmpi2:0Gxmpi2:0Gympi2:0Gypi:0Gxpi2:0Gypi:0Gxpi2:0Gxpi2:0Gxpi:0Gypi:0Gypi2:0Gypi:0Gympi2:0Gypi:0Gympi2:0Gypi2:0Gypi2:0Gypi:0Gympi2:0Gxpi2:0Gypi:0Gxpi2:0Gypi:0Gypi:0Gxmpi2:0Gxpi:0Gypi2:0Gympi2:0Gypi:0Gzpi:0Gxmpi2:0Gypi:0Gzpi:0Gxmpi2:0Gypi:0Gxpi2:0Gxmpi2:0Gxpi2:0Gxpi2:0Gzpi:0Gxpi:0Gypi2:0Gypi:0Gxpi2:0Gxpi2:0@(0,1,2,3)",0.9888914160107476,84,4,0
25,"[Gcnot:2:3Gxmpi2:1][Gcnot:2:3Gxpi2:1][Gcnot:3:2Gxpi2:1][Gxpi2:1Gzpi:2Gypi:3][Gcnot:2:1Gypi:3][Gypi:1Gxpi2:2Gympi2:3][Gcnot:2:3Gympi2:1][Gzpi:1Gympi2:2Gxmpi2:3][Gcnot:1:2Gxpi:3][Gxpi:1Gypi2:2Gxmpi2:3][Gcnot:2:3Gxpi2:1][Gcnot:2:3Gxpi2:1]@(0,1,2,3)",0.9852273763765338,12,4,8
26,"[Gypi2:0Gxmpi2:1Gxpi:2Gypi2:3][Gxpi:0Gypi:1Gxpi:2Gypi2:3][Gxpi2:0Gxpi:1Gxpi2:2Gympi2:3][Gxpi:0Gypi2:1Gxmpi2:2Gxpi:3][Gxpi:0Gxpi2:1Gxmpi2:2Gypi:3][Gxmpi2:0Gxmpi2:1Gxpi2:2Gypi:3][Gxpi2:0Gypi:1Gypi:2Gxmpi2:3][Gcnot:0:3Gzpi:1Gypi:2]@(0,1,2,3)",0.9937056048090188,8,4,1
27,"[Gcnot:1:2Gxpi2:0Gxpi:3][Gcnot:0:3Gxpi:1Gxpi:2][Gzpi:0Gypi2:1Gympi2:2Gypi:3][Gcnot:1:2Gxpi:0Gypi2:3][Gxpi:0Gzpi:1Gxmpi2:2Gympi2:3][Gcnot:0:3Gcnot:2:1][Gxpi:0Gympi2:1Gypi2:2Gympi2:3][Gcnot:2:1Gxpi2:0Gypi2:3][Gympi2:0Gxpi2:1Gxmpi2:2Gypi2:3][Gcnot:2:3Gxpi2:0Gympi2:1][Gcnot:1:2Gcnot:3:0][Gcnot:0:1Gxpi:2Gypi2:3][Gcnot:0:3Gypi:1Gympi2:2][Gcnot:0:3Gypi:1Gxmpi2:2][Gympi2:0Gypi:1Gzpi:2Gypi2:3][Gcnot:0:3Gympi2:1Gypi2:2][Gzpi:0Gxmpi2:1Gypi2:2Gypi2:3][Gcnot:3:0Gympi2:1Gzpi:2]@(0,1,2,3)",0.9810625493406008,18,4,14
28,"Gxpi:3Gympi2:3Gxpi:3Gxpi2:3Gxpi:3Gympi2:3Gxmpi2:3Gypi:3Gxmpi2:3Gzpi:3Gypi:3Gympi2:3Gypi:3Gzpi:3Gxmpi2:3Gxpi:3Gxmpi2:3Gzpi:3Gypi:3Gypi2:3Gxpi:3Gxpi2:3Gypi:3Gypi:3Gypi:3Gxpi:3Gxpi2:3Gxpi:3Gypi2:3Gypi2:3Gypi2:3Gypi2:3Gxpi2:3Gzpi:3Gxpi2:3Gypi2:3Gzpi:3Gypi:3Gxmpi2:3Gxmpi2:3Gxmpi2:3Gypi2:3Gypi2:3Gxpi2:3Gxmpi2:3Gxpi:3Gxpi:3Gxpi2:3Gypi2:3Gxmpi2:3Gypi:3Gxmpi2:3Gympi2:3Gzpi:3Gympi2:3Gxpi:3Gypi2:3Gxmpi2:3Gypi:3Gypi:3Gympi2:3Gypi:3Gxpi:3Gypi:3Gxpi2:3Gxpi2:3Gympi2:3Gxpi:3Gxpi2:3Gxpi2:3Gypi2:3Gzpi:3Gympi2:3Gympi2:3Gxmpi2:3Gympi2:3Gzpi:3Gxpi:3Gxmpi2:3Gxmpi2:3Gympi2:3Gxpi2:3Gxpi:3Gxmpi2:3Gxpi:3Gxpi:3Gxpi2:3Gxpi:3Gxpi:3Gxmpi2:3Gypi:3Gypi2:3Gypi2:3Gypi2:3Gypi2:3Gzpi:3Gxmpi2:3Gxpi:3Gxmpi2:3Gxpi2:3Gympi2:3Gxpi:3Gzpi:3Gzpi:3Gypi:3Gypi2:3Gzpi:3@(0,1,2,3)",0.999955466385205,107,4,0
29,"Gcnot:0:1[Gympi2:0Gxpi2:1]Gcnot:1:0Gcnot:0:1Gcnot:1:0[Gypi:0Gzpi:1][Gympi2:0Gypi2:1]Gcnot:1:0[Gzpi:0Gxmpi2:1][Gypi:0Gympi2:1][Gxpi2:0Gxmpi2:1][Gzpi:0Gypi2:1][Gxpi2:0Gxpi2:1]Gcnot:1:0Gcnot:0:1[Gxmpi2:0Gxpi2:1][Gxmpi2:0Gzpi:1][Gypi:0Gxmpi2:1][Gxmpi2:0Gzpi:1][Gypi2:0Gypi2:1][Gypi:0Gympi2:1]Gcnot:1:0[Gypi:0Gympi2:1][Gxpi2:0Gzpi:1][Gxpi:0Gypi:1][Gzpi:0Gxpi2:1]Gcnot:1:0[Gympi2:0Gypi2:1]Gcnot:1:0Gcnot:0:1Gcnot:1:0Gcnot:0:1Gcnot:0:1[Gypi2:0Gypi2:1][Gxpi2:0Gxpi2:1]@(0,1,2,3)",0.9682431587532936,35,4,14
30,"[Gypi2:1Gxpi:2][Gxpi2:1Gxpi2:2][Gxmpi2:1Gxmpi2:2][Gxmpi2:1Gxpi:2][Gxpi2:1Gxpi2:2][Gxmpi2:1Gxpi2:2][Gypi:1Gxpi2:2][Gypi:1Gypi:2][Gypi2:1Gxpi2:2]Gcnot:2:1[Gypi2:1Gypi2:2][Gzpi:1Gzpi:2][Gypi2:1Gypi2:2]Gcnot:2:1[Gxpi2:1Gxpi2:2]Gcnot:1:2Gcnot:2:1[Gzpi:1Gxpi:2]Gcnot:1:2[Gypi:1Gxpi2:2]Gcnot:1:2[Gxpi2:1Gypi:2][Gxpi2:1Gypi2:2][Gxpi:1Gypi:2][Gzpi:1Gxmpi2:2][Gypi:1Gxpi:2][Gympi2:1Gypi:2][Gxpi2:1Gxmpi2:2]Gcnot:1:2[Gypi:1Gzpi:2][Gxmpi2:1Gxpi2:2][Gzpi:1Gypi:2][Gzpi:1Gympi2:2][Gypi2:1Gympi2:2]@(0,1,2,3)",0.9921249670426008,34,4,7
