Circuit,D:SP,F:Depth,F:Width,F:2QGC
"[Gxpi:0Gympi2:1Gzpi:3][Gcnot:0:1Gypi:3][Gcnot:0:1Gxpi2:3][Gcnot:0:1Gxpi2:3][Gcnot:0:3Gypi2:1][Gcnot:1:0Gxpi:3][Gypi:0Gxpi2:1Gxpi:3][Gcnot:0:3Gympi2:1][Gcnot:3:0Gypi2:1][Gcnot:0:1Gxpi:3][Gympi2:0Gxpi:1Gxpi2:3][Gcnot:0:1Gxpi:3][Gcnot:3:0Gympi2:1][Gcnot:0:3Gxpi:1][Gcnot:0:1Gxpi2:3][Gcnot:0:1Gxpi2:3][Gxpi2:0Gxmpi2:1Gypi2:3][Gcnot:1:0Gypi:3]@(0,1,2,3)",0.9824357539380699,18,4,14
"Gxpi:2Gxpi:2Gympi2:2Gxpi:2Gxpi:2Gzpi:2Gxmpi2:2Gympi2:2Gzpi:2Gympi2:2Gypi:2Gxpi:2Gypi:2Gxpi2:2Gympi2:2Gxpi:2Gxpi:2Gxpi2:2Gxmpi2:2Gxmpi2:2Gxpi:2Gypi2:2Gypi:2Gxpi:2Gxpi:2Gxpi2:2Gzpi:2Gxpi:2Gypi:2Gypi2:2Gxmpi2:2Gxpi:2Gxpi2:2Gypi:2Gxpi2:2Gzpi:2Gxpi:2Gxpi2:2Gxpi:2Gypi2:2Gxpi2:2Gypi:2Gypi:2Gxmpi2:2Gzpi:2@(0,1,2,3)",0.9959916353704887,45,4,0
"Gcnot:2:3Gcnot:2:3Gcnot:2:3Gcnot:3:2[Gxmpi2:2Gxpi:3]Gcnot:2:3[Gxpi2:2Gzpi:3]Gcnot:3:2Gcnot:3:2[Gzpi:2Gxpi2:3]Gcnot:3:2[Gzpi:2Gypi2:3]Gcnot:2:3Gcnot:2:3[Gxpi:2Gxmpi2:3]Gcnot:2:3Gcnot:3:2Gcnot:2:3[Gympi2:2Gypi:3]Gcnot:3:2Gcnot:2:3Gcnot:2:3Gcnot:3:2[Gzpi:2Gzpi:3]Gcnot:2:3Gcnot:2:3[Gxmpi2:2Gypi2:3][Gypi2:2Gxpi2:3]@(0,1,2,3)",0.9686615831081323,28,4,19
"[Gzpi:0Gzpi:2Gypi:3][Gcnot:2:3Gxmpi2:0][Gzpi:0Gxpi:2Gypi:3][Gympi2:0Gxpi2:2Gypi2:3][Gxmpi2:0Gxmpi2:2Gzpi:3][Gxpi:0Gzpi:2Gxpi2:3][Gxpi2:0Gxpi:2Gympi2:3][Gzpi:0Gzpi:2Gzpi:3][Gxpi:0Gypi:2Gypi:3][Gxpi2:0Gzpi:2Gypi:3][Gcnot:2:3Gxmpi2:0][Gympi2:0Gypi2:2Gypi:3][Gxpi2:0Gxpi2:2Gypi:3][Gypi2:0Gympi2:2Gzpi:3][Gxmpi2:0Gxpi2:2Gxpi:3][Gcnot:0:3Gxpi2:2][Gxpi2:0Gympi2:2Gzpi:3][Gxmpi2:0Gympi2:2Gypi2:3][Gxpi:0Gxpi2:2Gzpi:3][Gzpi:0Gxpi2:2Gxpi2:3][Gypi2:0Gxpi2:2Gypi:3][Gxpi2:0Gxmpi2:2Gzpi:3][Gxmpi2:0Gzpi:2Gxpi:3][Gxpi:0Gxmpi2:2Gxpi:3][Gxpi2:0Gympi2:2Gympi2:3]@(0,1,2,3)",0.9915769457594172,25,4,3
"Gxpi:3Gxmpi2:3Gxpi2:3Gypi2:3Gxmpi2:3Gxpi2:3Gxpi2:3Gxpi:3@(0,1,2,3)",0.9969260291029435,8,4,0
"[Gypi:0Gypi2:1][Gxmpi2:0Gxmpi2:1][Gxmpi2:0Gxmpi2:1][Gxmpi2:0Gypi2:1][Gxpi:0Gzpi:1][Gxmpi2:0Gypi2:1][Gxpi:0Gzpi:1][Gzpi:0Gxmpi2:1][Gxpi:0Gzpi:1][Gxpi2:0Gxmpi2:1][Gympi2:0Gxpi:1][Gxmpi2:0Gympi2:1][Gxpi2:0Gypi:1][Gympi2:0Gympi2:1][Gypi:0Gympi2:1][Gxmpi2:0Gxmpi2:1][Gzpi:0Gxpi2:1][Gzpi:0Gypi:1][Gzpi:0Gxpi:1][Gxpi:0Gypi2:1][Gxpi:0Gzpi:1][Gxpi2:0Gzpi:1][Gxpi2:0Gzpi:1][Gxmpi2:0Gxmpi2:1][Gympi2:0Gxpi2:1][Gzpi:0Gzpi:1][Gxpi:0Gxpi2:1]Gcnot:1:0[Gxpi:0Gypi2:1][Gxpi2:0Gympi2:1][Gzpi:0Gxpi2:1][Gxpi2:0Gxmpi2:1]Gcnot:0:1[Gxpi:0Gzpi:1][Gxpi:0Gxpi:1]@(0,1,2,3)",0.9921126047641182,35,4,2
"[Gypi:0Gxpi2:1Gzpi:2][Gcnot:1:0Gxmpi2:2][Gcnot:2:1Gxpi2:0][Gcnot:1:0Gxpi:2][Gypi:0Gypi2:1Gympi2:2]@(0,1,2,3)",0.9958803949047252,5,4,3
"[Gcnot:2:1Gzpi:0Gxmpi2:3][Gzpi:0Gzpi:1Gympi2:2Gxpi:3][Gzpi:0Gxpi:1Gxmpi2:2Gxpi2:3][Gcnot:3:2Gzpi:0Gzpi:1][Gcnot:2:1Gxpi:0Gxpi:3][Gcnot:0:3Gxpi2:1Gypi:2][Gcnot:0:3Gympi2:1Gxpi:2][Gcnot:3:0Gzpi:1Gypi2:2][Gypi2:0Gypi2:1Gxpi2:2Gxmpi2:3][Gcnot:2:3Gzpi:0Gympi2:1][Gxpi:0Gympi2:1Gxmpi2:2Gxpi:3][Gxpi:0Gxmpi2:1Gxpi:2Gxpi2:3][Gxpi2:0Gxpi2:1Gzpi:2Gypi2:3][Gcnot:2:1Gcnot:3:0][Gcnot:1:0Gcnot:3:2][Gcnot:2:1Gxpi:0Gzpi:3][Gxmpi2:0Gympi2:1Gzpi:2Gympi2:3][Gcnot:2:1Gcnot:3:0][Gcnot:3:0Gxpi:1Gypi:2][Gxpi:0Gzpi:1Gypi2:2Gxmpi2:3]@(0,1,2,3)",0.9763871780753276,20,4,15
"[Gxpi:0Gxmpi2:1Gxmpi2:2Gympi2:3][Gzpi:0Gxpi:1Gympi2:2Gzpi:3][Gcnot:1:2Gcnot:3:0][Gcnot:1:0Gxmpi2:2Gxmpi2:3][Gxpi2:0Gympi2:1Gxpi2:2Gxpi2:3][Gcnot:1:0Gcnot:2:3][Gxpi:0Gypi:1Gzpi:2Gypi2:3][Gcnot:3:2Gxpi2:0Gypi:1][Gcnot:2:3Gypi2:0Gxmpi2:1][Gypi:0Gxmpi2:1Gxpi2:2Gxpi2:3][Gcnot:0:1Gypi2:2Gxpi2:3][Gxmpi2:0Gzpi:1Gypi2:2Gypi:3][Gzpi:0Gxmpi2:1Gypi2:2Gxpi2:3][Gxmpi2:0Gypi2:1Gxmpi2:2Gxpi2:3][Gxpi2:0Gypi:1Gxpi2:2Gxmpi2:3][Gympi2:0Gypi2:1Gxmpi2:2Gypi:3][Gcnot:0:3Gympi2:1Gypi:2][Gcnot:0:1Gcnot:3:2][Gzpi:0Gxmpi2:1Gxpi2:2Gympi2:3][Gympi2:0Gypi:1Gxpi:2Gzpi:3][Gxpi:0Gzpi:1Gxmpi2:2Gypi2:3]@(0,1,2,3)",0.9829511119200023,21,4,11
"Gypi:2Gxpi2:2Gxpi2:2Gypi2:2Gympi2:2Gxmpi2:2Gxmpi2:2Gympi2:2Gxpi2:2Gxpi:2Gympi2:2Gypi:2Gzpi:2Gzpi:2Gypi2:2Gympi2:2Gympi2:2Gzpi:2Gympi2:2Gypi2:2Gympi2:2Gympi2:2Gxmpi2:2Gypi:2Gympi2:2Gympi2:2Gypi:2Gzpi:2Gxmpi2:2Gzpi:2Gypi:2Gypi:2Gzpi:2Gxmpi2:2Gympi2:2Gxpi:2Gympi2:2Gxpi2:2Gypi2:2Gypi2:2Gxmpi2:2Gympi2:2Gxmpi2:2Gypi:2Gzpi:2Gypi:2Gzpi:2Gxmpi2:2Gxmpi2:2Gypi2:2Gzpi:2Gzpi:2Gypi:2Gxpi2:2Gxmpi2:2Gypi:2Gxmpi2:2Gzpi:2Gzpi:2Gxpi:2Gympi2:2Gypi2:2Gxmpi2:2Gypi:2Gypi2:2Gxpi:2Gzpi:2Gxpi2:2Gympi2:2Gympi2:2Gypi:2Gxpi2:2Gypi:2Gzpi:2Gxmpi2:2Gzpi:2Gzpi:2Gympi2:2Gympi2:2Gxmpi2:2Gxmpi2:2Gxmpi2:2Gxpi:2Gxpi:2Gzpi:2Gzpi:2Gzpi:2Gympi2:2Gxmpi2:2Gzpi:2Gzpi:2Gxpi2:2Gzpi:2Gympi2:2Gypi:2Gympi2:2Gxpi2:2Gxmpi2:2Gypi2:2Gxpi:2Gzpi:2Gypi:2Gypi2:2Gzpi:2Gypi:2Gypi2:2Gxpi2:2Gxpi2:2Gypi2:2Gxpi2:2Gxpi2:2Gympi2:2Gypi2:2Gxmpi2:2Gypi:2Gympi2:2Gympi2:2Gxmpi2:2Gzpi:2Gypi2:2Gympi2:2Gzpi:2Gypi:2Gxpi:2Gypi:2Gxmpi2:2Gypi:2Gypi:2Gxpi2:2@(0,1,2,3)",0.9890641150173521,129,4,0
"[Gcnot:2:1Gxmpi2:0][Gcnot:2:1Gzpi:0][Gxpi2:0Gypi:1Gxpi2:2][Gypi:0Gxpi2:1Gypi:2][Gcnot:2:1Gxpi:0]@(0,1,2,3)",0.996213577309027,5,4,3
"[Gcnot:0:1Gypi2:3][Gympi2:0Gympi2:1Gxmpi2:3][Gxpi:0Gypi:1Gypi2:3][Gcnot:3:0Gxpi2:1][Gcnot:3:0Gypi2:1][Gcnot:0:1Gypi2:3][Gcnot:1:0Gypi2:3][Gcnot:1:0Gympi2:3][Gxmpi2:0Gxpi:1Gzpi:3]@(0,1,2,3)",0.990117054938682,9,4,6
"[Gxmpi2:0Gypi2:1Gypi:2Gxpi2:3][Gxpi:0Gympi2:1Gympi2:2Gxpi:3][Gypi2:0Gypi2:1Gxpi2:2Gxpi:3][Gypi2:0Gxpi:1Gxmpi2:2Gxpi2:3][Gxpi:0Gzpi:1Gympi2:2Gypi:3][Gympi2:0Gxpi2:1Gzpi:2Gxpi2:3][Gypi2:0Gxpi2:1Gypi2:2Gypi:3][Gcnot:2:3Gxpi:0Gzpi:1][Gypi:0Gympi2:1Gxpi:2Gxmpi2:3][Gympi2:0Gzpi:1Gypi:2Gxpi:3]@(0,1,2,3)",0.9930342966721202,10,4,1
"Gxpi2:3Gympi2:3Gxpi2:3Gxpi:3Gxmpi2:3Gzpi:3Gympi2:3Gxpi2:3Gxpi2:3Gzpi:3Gxpi2:3Gypi2:3Gympi2:3Gympi2:3Gympi2:3Gypi2:3Gxpi2:3Gypi:3Gypi2:3Gympi2:3Gxpi2:3Gxmpi2:3Gzpi:3Gypi:3Gxmpi2:3Gxpi:3Gypi:3Gypi2:3Gympi2:3Gzpi:3Gypi:3Gypi:3Gxpi2:3Gxpi:3Gypi:3Gxmpi2:3Gxpi:3Gxpi2:3Gypi:3Gypi2:3Gxpi:3Gxmpi2:3Gxmpi2:3Gxpi:3Gxpi2:3Gympi2:3Gypi2:3Gxpi:3Gzpi:3Gzpi:3Gzpi:3Gypi:3Gypi:3Gypi:3Gypi2:3Gypi2:3Gympi2:3Gypi2:3Gxpi:3Gypi:3Gxpi:3Gypi2:3Gxmpi2:3Gypi2:3Gypi2:3Gxmpi2:3Gxpi:3Gypi2:3Gxpi:3Gympi2:3Gympi2:3Gxpi2:3Gxpi2:3Gxpi2:3Gxpi2:3Gxmpi2:3Gympi2:3Gxmpi2:3Gzpi:3Gxpi2:3Gxpi:3Gzpi:3Gypi2:3Gypi2:3Gypi:3Gypi2:3Gxpi2:3Gzpi:3Gxmpi2:3Gxpi:3Gxpi:3Gxpi:3Gypi:3Gxpi:3Gxpi2:3Gympi2:3Gympi2:3Gypi2:3Gypi:3Gypi2:3Gxpi2:3Gypi:3Gxmpi2:3Gxpi2:3Gxpi2:3Gypi:3Gxpi:3Gzpi:3Gypi2:3Gxpi2:3@(0,1,2,3)",0.9851631624337349,110,4,0
"[Gypi:0Gympi2:1]Gcnot:1:0[Gzpi:0Gxpi:1]Gcnot:0:1[Gympi2:0Gypi2:1][Gypi2:0Gypi:1][Gzpi:0Gzpi:1][Gypi:0Gxmpi2:1][Gympi2:0Gxmpi2:1][Gxmpi2:0Gzpi:1][Gxpi2:0Gxmpi2:1]Gcnot:0:1Gcnot:0:1@(0,1,2,3)",0.9951797801640807,13,4,4
"[Gympi2:0Gympi2:1Gzpi:2][Gcnot:1:0Gzpi:2][Gcnot:0:1Gxmpi2:2][Gcnot:1:0Gypi:2][Gcnot:1:0Gypi2:2][Gcnot:1:0Gzpi:2][Gzpi:0Gxmpi2:1Gxmpi2:2][Gxpi2:0Gzpi:1Gxpi2:2][Gcnot:1:0Gxpi:2][Gcnot:0:1Gxpi2:2][Gcnot:0:1Gxpi2:2][Gcnot:1:0Gypi2:2][Gympi2:0Gypi:1Gxmpi2:2][Gcnot:0:1Gxmpi2:2][Gcnot:0:1Gypi2:2][Gcnot:2:1Gympi2:0][Gcnot:2:1Gypi2:0][Gcnot:2:1Gxpi2:0][Gypi2:0Gympi2:1Gypi2:2][Gcnot:0:1Gzpi:2][Gcnot:2:1Gypi:0][Gcnot:1:0Gympi2:2][Gcnot:2:1Gxpi2:0][Gcnot:1:2Gypi2:0]@(0,1,2,3)",0.97101752883401,24,4,19
"Gypi2:1Gxmpi2:1Gxpi:1Gypi:1Gypi:1Gypi:1Gypi2:1Gxmpi2:1Gxmpi2:1Gypi:1Gxmpi2:1Gypi2:1Gympi2:1Gxpi2:1Gzpi:1Gxpi2:1Gxmpi2:1Gxmpi2:1Gxpi2:1Gzpi:1Gzpi:1Gympi2:1Gxmpi2:1Gxmpi2:1Gxpi2:1Gypi2:1Gzpi:1Gxpi2:1Gzpi:1Gzpi:1Gxpi:1Gxpi:1Gxpi2:1Gxpi2:1Gympi2:1Gypi:1Gxmpi2:1Gypi:1Gypi:1Gzpi:1Gypi:1Gypi2:1Gypi2:1Gympi2:1Gypi2:1Gypi2:1Gypi2:1Gxpi:1Gypi:1Gypi:1Gympi2:1Gypi:1Gzpi:1Gxpi:1Gxpi2:1Gypi2:1Gypi2:1Gypi:1Gypi2:1Gypi2:1Gxmpi2:1Gxpi2:1@(0,1,2,3)",0.9831557355431713,62,4,0
"[Gcnot:3:2Gympi2:1][Gypi2:1Gxmpi2:2Gxpi:3][Gcnot:2:3Gypi2:1][Gcnot:2:1Gxpi2:3][Gxpi:1Gympi2:2Gxpi:3][Gympi2:1Gzpi:2Gypi:3][Gcnot:2:1Gzpi:3][Gympi2:1Gzpi:2Gympi2:3][Gcnot:2:3Gympi2:1][Gxpi2:1Gxpi2:2Gypi:3][Gxmpi2:1Gxpi2:2Gxpi2:3][Gxpi:1Gxmpi2:2Gxmpi2:3][Gcnot:1:2Gympi2:3][Gxmpi2:1Gypi2:2Gypi2:3][Gcnot:1:2Gypi:3][Gcnot:2:3Gxpi2:1][Gcnot:2:1Gxpi2:3][Gcnot:1:2Gypi2:3][Gypi2:1Gypi2:2Gypi2:3][Gzpi:1Gxpi:2Gzpi:3][Gypi:1Gypi2:2Gxmpi2:3][Gcnot:2:1Gxpi2:3][Gcnot:2:1Gypi2:3][Gcnot:3:2Gypi:1][Gcnot:3:2Gxpi:1][Gypi:1Gzpi:2Gypi2:3][Gcnot:1:2Gxmpi2:3]@(0,1,2,3)",0.9835476306013136,27,4,15
"[Gcnot:3:0Gypi2:1][Gcnot:0:1Gxmpi2:3][Gxpi2:0Gypi2:1Gypi:3][Gcnot:0:1Gxpi:3][Gcnot:1:0Gxmpi2:3][Gcnot:0:1Gxmpi2:3][Gcnot:0:3Gxpi2:1][Gcnot:0:1Gzpi:3][Gcnot:1:0Gxmpi2:3][Gcnot:3:0Gympi2:1]@(0,1,2,3)",0.9894271484532557,10,4,9
"[Gypi2:0Gypi2:1Gypi2:2Gxmpi2:3][Gypi:0Gympi2:1Gypi:2Gxpi:3][Gxmpi2:0Gypi:1Gxpi:2Gxpi:3][Gxpi:0Gxpi2:1Gxpi2:2Gympi2:3][Gympi2:0Gxpi2:1Gxmpi2:2Gypi:3][Gcnot:1:2Gypi:0Gypi:3][Gcnot:3:2Gxpi2:0Gxmpi2:1][Gxpi:0Gypi:1Gxpi:2Gypi:3][Gzpi:0Gzpi:1Gxpi2:2Gxmpi2:3][Gcnot:1:2Gcnot:3:0][Gzpi:0Gxmpi2:1Gympi2:2Gxpi:3][Gcnot:3:0Gypi:1Gxpi2:2][Gzpi:0Gxpi:1Gympi2:2Gxpi:3][Gypi:0Gympi2:1Gzpi:2Gxpi:3]@(0,1,2,3)",0.9940390830012993,14,4,5
"[Gxpi2:0Gxpi:1Gxpi:2Gxmpi2:3][Gcnot:1:0Gcnot:2:3][Gcnot:1:0Gcnot:2:3][Gcnot:3:0Gxmpi2:1Gxpi2:2][Gcnot:2:3Gypi2:0Gxmpi2:1][Gcnot:0:3Gympi2:1Gxmpi2:2][Gcnot:1:2Gcnot:3:0][Gcnot:3:0Gxmpi2:1Gypi:2][Gcnot:2:1Gxpi:0Gzpi:3][Gcnot:0:1Gcnot:3:2][Gcnot:2:3Gzpi:0Gympi2:1][Gcnot:2:1Gcnot:3:0][Gcnot:3:2Gympi2:0Gypi:1][Gcnot:1:2Gxpi2:0Gxmpi2:3][Gcnot:3:0Gxpi:1Gxpi2:2]@(0,1,2,3)",0.9799455456105785,15,4,19
"[Gcnot:1:0Gcnot:2:3][Gcnot:2:1Gcnot:3:0][Gcnot:1:2Gxmpi2:0Gxpi2:3][Gcnot:3:2Gxmpi2:0Gzpi:1][Gcnot:0:1Gzpi:2Gzpi:3][Gcnot:3:2Gympi2:0Gypi:1][Gxpi2:0Gympi2:1Gypi2:2Gxpi2:3][Gcnot:3:0Gxpi2:1Gypi2:2][Gcnot:1:2Gcnot:3:0]@(0,1,2,3)",0.9924707290718541,9,4,11
