,width,size,polarization,pol_std_dev,pol_95%_ci_lower,pol_95%_ci_upper,quops_rate,quops_rate_std_dev,raw_quops_rate,raw_quops_rate_std_dev
0,4,368008,0.6065351027097887,0,0.6065351027097887,1.0,,,,
1,5,332980,0.6065326402739261,0,0.6065326402739261,1.0,,,,
2,6,368004,0.6065377407760245,0,0.6065377407760245,1.0,,,,
3,7,342272,0.606531150532157,0,0.606531150532157,1.0,,,,
4,8,368000,0.6065403788237427,0,0.6065403788237427,1.0,,,,
5,9,347652,0.6065419355670447,0,0.6065419355670447,1.0,,,,
6,10,368000,0.6065403788237427,0,0.6065403788237427,1.0,,,,
7,11,351186,0.6065360054749074,0,0.6065360054749074,1.0,,,,
8,12,367992,0.6065456549890499,0,0.6065456549890499,1.0,,,,
9,13,353652,0.6065484659832693,0,0.6065484659832693,1.0,,,,
10,14,368004,0.6065377407760245,0,0.6065377407760245,1.0,,,,
11,15,355500,0.6065462312006217,0,0.6065462312006217,1.0,,,,
12,16,368000,0.6065403788237427,0,0.6065403788237427,1.0,,,,
13,17,356932,0.6065408613254314,0,0.6065408613254314,1.0,,,,
14,18,367992,0.6065456549890499,0,0.6065456549890499,1.0,,,,
15,19,358074,0.606534514568987,0,0.606534514568987,1.0,,,,
16,20,368000,0.6065403788237427,0,0.6065403788237427,1.0,,,,
17,21,358974,0.6065496275586615,0,0.6065496275586615,1.0,,,,
18,22,367972,0.606558845499377,0,0.606558845499377,1.0,,,,
19,23,359766,0.6065318100776469,0,0.6065318100776469,1.0,,,,
20,24,367968,0.6065614836319094,0,0.6065614836319094,1.0,,,,
21,25,360400,0.6065397201899476,0,0.6065397201899476,1.0,,,,
22,26,368004,0.6065377407760245,0,0.6065377407760245,1.0,,,,
23,27,360936,0.6065504425926819,0,0.6065504425926819,1.0,,,,
24,28,367976,0.6065562073841677,0,0.6065562073841677,1.0,,,,
25,29,361398,0.6065606448187937,0,0.6065606448187937,1.0,,,,
26,30,367980,0.6065535692683648,0,0.6065535692683648,1.0,,,,
27,31,361832,0.6065490136550274,0,0.6065490136550274,1.0,,,,
28,32,368000,0.6065403788237427,0,0.6065403788237427,1.0,,,,
29,33,362208,0.6065429764381463,0,0.6065429764381463,1.0,,,,
30,34,367948,0.6065746743932083,0,0.6065746743932083,1.0,,,,
31,35,362530,0.6065454515269696,0,0.6065454515269696,1.0,,,,
32,36,367992,0.6065456549890499,0,0.6065456549890499,1.0,,,,
33,37,362822,0.6065447774829434,0,0.6065447774829434,1.0,,,,
34,38,367992,0.6065456549890499,0,0.6065456549890499,1.0,,,,
35,39,363090,0.6065404707524037,0,0.6065404707524037,1.0,,,,
36,40,368000,0.6065403788237427,0,0.6065403788237427,1.0,,,,
37,41,363260,0.6065848133104931,0,0.6065848133104931,1.0,,,,
38,42,368004,0.6065377407760245,0,0.6065377407760245,1.0,,,,
39,43,363522,0.6065531820575907,0,0.6065531820575907,1.0,,,,
40,44,367928,0.6065878653548149,0,0.6065878653548149,1.0,,,,
41,45,363690,0.6065717314707697,0,0.6065717314707697,1.0,,,,
42,46,368000,0.6065403788237427,0,0.6065403788237427,1.0,,,,
43,47,363874,0.6065686041429733,0,0.6065686041429733,1.0,,,,
44,48,367968,0.6065614836319094,0,0.6065614836319094,1.0,,,,
45,49,364070,0.6065478285913632,0,0.6065478285913632,1.0,,,,
46,50,368000,0.6065403788237427,0,0.6065403788237427,1.0,,,,
47,51,364242,0.606534539237294,0,0.606534539237294,1.0,,,,
48,52,367952,0.6065720362277939,0,0.6065720362277939,1.0,,,,
49,53,364322,0.6065749752915415,0,0.6065749752915415,1.0,,,,
50,54,367956,0.6065693980617918,0,0.6065693980617918,1.0,,,,
51,55,364430,0.6065899910663558,0,0.6065899910663558,1.0,,,,
52,56,367920,0.606593141785537,0,0.606593141785537,1.0,,,,
53,57,364572,0.6065763230694178,0,0.6065763230694178,1.0,,,,
54,58,367952,0.6065720362277939,0,0.6065720362277939,1.0,,,,
55,59,364738,0.6065412633046808,0,0.6065412633046808,1.0,,,,
56,60,367920,0.606593141785537,0,0.606593141785537,1.0,,,,
57,61,364780,0.6065838156274459,0,0.6065838156274459,1.0,,,,
58,62,367908,0.60660105651684,0,0.60660105651684,1.0,,,,
59,63,364896,0.6065726929530922,0,0.6065726929530922,1.0,,,,
60,64,368000,0.6065403788237427,0,0.6065403788237427,1.0,,,,
61,65,365040,0.6065389307601182,0,0.6065389307601182,1.0,,,,
62,66,367884,0.6066168861788457,0,0.6066168861788457,1.0,,,,
63,67,365016,0.6066131923112013,0,0.6066131923112013,1.0,,,,
64,68,367880,0.6066195244777249,0,0.6066195244777249,1.0,,,,
65,69,365148,0.606580388695992,0,0.606580388695992,1.0,,,,
66,70,367920,0.606593141785537,0,0.606593141785537,1.0,,,,
67,71,365224,0.6065817393710196,0,0.6065817393710196,1.0,,,,
68,72,367920,0.606593141785537,0,0.606593141785537,1.0,,,,
69,73,364854,0.6065769999038263,0,0.6065769999038263,1.0,,,,
70,74,367484,0.6065829452254035,0,0.6065829452254035,1.0,,,,
71,75,357900,0.6065535624941748,0,0.6065535624941748,1.0,,,,
72,76,360392,0.6065994591268975,0,0.6065994591268975,1.0,,,,
73,77,350966,0.6066113412658742,0,0.6066113412658742,1.0,,,,
74,78,353496,0.6065792117059187,0,0.6065792117059187,1.0,,,,
75,79,344282,0.6065900047232707,0,0.6065900047232707,1.0,,,,
76,80,346720,0.6065701776097119,0,0.6065701776097119,1.0,,,,
77,81,337770,0.6065379923460907,0,0.6065379923460907,1.0,,,,
78,82,339972,0.6066357332702441,0,0.6066357332702441,1.0,,,,
79,83,331170,0.6066412032705689,0,0.6066412032705689,1.0,,,,
80,84,333480,0.6066114195422136,0,0.6066114195422136,1.0,,,,
81,85,324870,0.6066161114400772,0,0.6066161114400772,1.0,,,,
82,86,327144,0.6065632276078101,0,0.6065632276078101,1.0,,,,
83,87,318594,0.6066625813086214,0,0.6066625813086214,1.0,,,,
84,88,320848,0.6065747552571796,0,0.6065747552571796,1.0,,,,
85,89,312568,0.606606617879828,0,0.606606617879828,1.0,,,,
86,90,314640,0.606609802511551,0,0.606609802511551,1.0,,,,
87,91,306670,0.6065361360020939,0,0.6065361360020939,1.0,,,,
88,92,308568,0.6066292947185601,0,0.6066292947185601,1.0,,,,
89,93,300762,0.6065591731576873,0,0.6065591731576873,1.0,,,,
90,94,302680,0.6065911332034946,0,0.6065911332034946,1.0,,,,
91,95,294880,0.6066491426460182,0,0.6066491426460182,1.0,,,,
92,96,296832,0.6066070951452118,0,0.6066070951452118,1.0,,,,
93,97,289254,0.6066143973941214,0,0.6066143973941214,1.0,,,,
94,98,291060,0.6066478588040054,0,0.6066478588040054,1.0,,,,
95,99,283734,0.6065734269583427,0,0.6065734269583427,1.0,,,,
96,100,285400,0.6066817627375661,0,0.6066817627375661,1.0,,,,
97,101,278154,0.6066683881820388,0,0.6066683881820388,1.0,,,,
98,102,279888,0.6066746766732783,0,0.6066746766732783,1.0,,,,
99,103,272744,0.6067002940034547,0,0.6067002940034547,1.0,,,,
100,104,274560,0.6065898767597568,0,0.6065898767597568,1.0,,,,
101,105,267540,0.6066302862445458,0,0.6066302862445458,1.0,,,,
102,106,269240,0.6065791614295828,0,0.6065791614295828,1.0,,,,
103,107,262364,0.6066147711124236,0,0.6066147711124236,1.0,,,,
104,108,263952,0.606622631046737,0,0.606622631046737,1.0,,,,
105,109,257240,0.6066321592641924,0,0.6066321592641924,1.0,,,,
106,110,258720,0.6066987330867982,0,0.6066987330867982,1.0,,,,
107,111,252192,0.6066591077045894,0,0.6066591077045894,1.0,,,,
108,112,253792,0.6065697058298238,0,0.6065697058298238,1.0,,,,
109,113,247244,0.6066704125286495,0,0.6066704125286495,1.0,,,,
110,114,248748,0.6066310433275437,0,0.6066310433275437,1.0,,,,
111,115,242420,0.6066389008638252,0,0.6066389008638252,1.0,,,,
112,116,243832,0.6066491236369308,0,0.6066491236369308,1.0,,,,
113,117,237744,0.6065353232708484,0,0.6065353232708484,1.0,,,,
114,118,239068,0.6065947109761415,0,0.6065947109761415,1.0,,,,
115,119,233002,0.6065764245040317,0,0.6065764245040317,1.0,,,,
116,120,234240,0.6066852361767683,0,0.6066852361767683,1.0,,,,
117,121,228206,0.6067563139720359,0,0.6067563139720359,1.0,,,,
118,122,229604,0.6066566390857208,0,0.6066566390857208,1.0,,,,
119,123,223860,0.606534102922811,0,0.606534102922811,1.0,,,,
120,124,224936,0.6067413245575148,0,0.6067413245575148,1.0,,,,
121,125,219250,0.6066741008850701,0,0.6066741008850701,1.0,,,,
122,126,220500,0.6066533299517377,0,0.6066533299517377,1.0,,,,
123,127,214884,0.6066223924577981,0,0.6066223924577981,1.0,,,,
124,128,216064,0.6066408091648351,0,0.6066408091648351,1.0,,,,
125,129,210528,0.6066350958967345,0,0.6066350958967345,1.0,,,,
126,130,211640,0.6066927744355085,0,0.6066927744355085,1.0,,,,
127,131,206194,0.6067002033630667,0,0.6067002033630667,1.0,,,,
128,132,207240,0.6067972497123619,0,0.6067972497123619,1.0,,,,
129,133,201894,0.6068046454837637,0,0.6068046454837637,1.0,,,,
130,134,203144,0.6066204676718165,0,0.6066204676718165,1.0,,,,
131,135,197910,0.6066024990456599,0,0.6066024990456599,1.0,,,,
132,136,198832,0.606777991384355,0,0.606777991384355,1.0,,,,
133,137,193718,0.6067296649018181,0,0.6067296649018181,1.0,,,,
134,138,194856,0.6066005814478177,0,0.6066005814478177,1.0,,,,
135,139,189596,0.6068493699625659,0,0.6068493699625659,1.0,,,,
136,140,190680,0.6067478368067171,0,0.6067478368067171,1.0,,,,
137,141,185838,0.6065743847501397,0,0.6065743847501397,1.0,,,,
138,142,186588,0.6068692987639579,0,0.6068692987639579,1.0,,,,
139,143,181896,0.6066098607667268,0,0.6066098607667268,1.0,,,,
140,144,182880,0.6065622667311642,0,0.6065622667311642,1.0,,,,
141,145,178060,0.6065783696012768,0,0.6065783696012768,1.0,,,,
142,146,178996,0.6065578259755529,0,0.6065578259755529,1.0,,,,
143,147,174048,0.6068673246588228,0,0.6068673246588228,1.0,,,,
