,width,size,polarization,pol_std_dev,pol_95%_ci_lower,pol_95%_ci_upper,quops_rate,quops_rate_std_dev,raw_quops_rate,raw_quops_rate_std_dev
0,2,8,0.9873041769217955,0.0015689193637681681,0.9847233045683969,1.0,688089.1154368347,9.407437799428312e-10,705899.2805755396,
1,2,16,0.9809543039351486,0.001709345580076818,0.9781424304559222,1.0,679266.6511484926,1.1431018713431576e-09,705899.2805755396,
2,2,32,0.9826025083367803,0.0014516697631922803,0.980214511576329,1.0,681551.1833303636,1.3591825492054945e-09,705899.2805755396,
3,2,64,0.9832236253583493,0.0013976506490869156,0.9809244900406013,1.0,682413.09205073,1.3077783771635075e-09,705899.2805755396,
4,2,128,0.980606964607136,0.0022109747073200694,0.9769699112135946,1.0,678785.7026461465,2.0743241728345177e-09,705899.2805755396,
5,2,256,0.979483302337465,0.0015755909359603949,0.9768914552478101,1.0,677230.9739670627,1.4799064543768478e-09,705899.2805755396,
6,2,512,0.9831945143430703,0.0012828093057674261,0.9810842930350828,1.0,682372.6832498279,1.2003571461081461e-09,705899.2805755396,
7,4,16,0.965548110123502,0.002347032498164897,0.9616872416640206,1.0,658098.0069693241,2.6641320002787857e-09,705899.2805755396,
8,4,32,0.9485934609672458,0.00269363025487114,0.9441624391979828,1.0,635189.0349432009,6.792333949974639e-09,705899.2805755396,
9,4,64,0.9216128856152443,0.003269088541804826,0.9162352349639754,1.0,599569.8914291618,1.6969510548405468e-08,705899.2805755396,
10,4,128,0.8775843979706803,0.0044961761054786945,0.8701881882771679,1.0,543651.4196410101,6.336565030229527e-08,705899.2805755396,
11,4,240,0.7879269834435462,0.007522061609625584,0.775553192095712,1.0,438242.69592170033,2.2679017136499546e-07,705899.2805755396,
12,4,248,0.7884883278283799,0.006821390500030258,0.7772671404558301,1.0,438867.3545833875,2.1427355858275114e-07,705899.2805755396,
13,4,256,0.7812517055278432,0.007131313264644416,0.7695206952075031,1.0,430848.6100109559,2.3543095064021486e-07,705899.2805755396,
14,4,264,0.7767863624207091,0.006850604082547402,0.7655171187049186,1.0,425937.5455031314,2.3102674458285252e-07,705899.2805755396,
15,4,272,0.7729070047986777,0.007486945212915097,0.7605909799234324,1.0,421693.80977784615,2.6080564888273036e-07,705899.2805755396,
16,4,280,0.7606106774488895,0.008559586059896635,0.7465301583803596,1.0,408382.92440248386,3.159102376518576e-07,705899.2805755396,
17,4,288,0.7521614095459267,0.007011438099185267,0.7406275938727669,1.0,399360.2492324641,2.685028245876813e-07,705899.2805755396,
18,6,24,0.9165182485413679,0.004875882508832152,0.908497421814339,1.0,592959.4192453533,6.000966678749572e-09,705899.2805755396,
19,6,48,0.8750903711599146,0.007982307591153722,0.8619594751724667,1.0,540565.780095034,2.791238714757473e-08,705899.2805755396,
20,6,96,0.7759601550258262,0.011226222316792628,0.7574930193147023,1.0,425031.9539126441,1.1602954403977127e-07,705899.2805755396,
21,6,144,0.7251803332795622,0.010899335824014809,0.7072509258490578,1.0,371222.9131502722,1.9496693142478617e-07,705899.2805755396,
22,6,156,0.7059998699257531,0.013389596266558279,0.6839739840672647,1.0,351845.4841640856,2.6984024189781486e-07,705899.2805755396,
23,6,168,0.7153989003052261,0.010226702432114662,0.6985759748043975,1.0,361276.1363529769,2.169425142302504e-07,705899.2805755396,
24,6,180,0.6664388248010766,0.013488129794841756,0.644250851288562,1.0,313518.6056883727,3.3297386515705e-07,705899.2805755396,
25,6,192,0.6579793886873634,0.011552042489860656,0.6389762787915426,1.0,305609.82925882976,3.1026457422637844e-07,705899.2805755396,
