Circuit,D:SP,F:Depth,F:Width,F:2QGC
"[Gxpi2:0Gympi2:3][Gypi:0Gxpi:3]Gcnot:0:3Gcnot:0:3Gcnot:3:0@(0,1,2,3)",0.9966375562786294,5,4,3
"Gympi2:0Gxmpi2:0Gypi2:0Gypi2:0Gypi2:0Gzpi:0Gzpi:0Gxpi2:0Gxpi:0Gypi:0Gzpi:0Gxpi2:0Gympi2:0Gxmpi2:0Gxmpi2:0Gypi2:0Gxpi:0Gxpi2:0Gxpi2:0Gxpi2:0Gympi2:0Gypi:0Gzpi:0Gxpi:0Gxpi2:0Gympi2:0Gympi2:0Gxpi2:0Gxmpi2:0Gxpi:0Gympi2:0Gympi2:0Gxpi:0Gxmpi2:0Gxpi:0Gxpi:0Gympi2:0Gxpi2:0Gxpi2:0Gxpi:0Gypi:0Gxpi2:0Gypi2:0Gxpi:0Gxpi2:0Gxmpi2:0Gxpi:0Gypi2:0Gypi:0@(0,1,2,3)",0.9966970201456515,49,4,0
"[Gzpi:0Gzpi:1Gxpi:3][Gypi2:0Gympi2:1Gxmpi2:3]@(0,1,2,3)",0.9987409778255447,2,4,0
"[Gypi:1Gxpi2:2]Gcnot:1:2[Gxpi2:1Gympi2:2][Gypi2:1Gxpi:2][Gzpi:1Gzpi:2]Gcnot:2:1Gcnot:1:2Gcnot:2:1[Gympi2:1Gxpi2:2][Gzpi:1Gypi2:2]Gcnot:2:1Gcnot:2:1Gcnot:1:2Gcnot:2:1Gcnot:1:2[Gxpi:1Gxmpi2:2][Gzpi:1Gzpi:2]Gcnot:1:2Gcnot:2:1[Gypi2:1Gypi:2][Gypi:1Gypi:2][Gxpi:1Gypi2:2][Gxpi2:1Gzpi:2][Gypi:1Gypi:2][Gxpi:1Gzpi:2]Gcnot:1:2Gcnot:1:2Gcnot:1:2Gcnot:1:2Gcnot:1:2Gcnot:1:2[Gypi:1Gzpi:2]Gcnot:1:2[Gxpi:1Gxmpi2:2][Gzpi:1Gxmpi2:2][Gxpi:1Gxpi:2][Gzpi:1Gxpi:2]Gcnot:1:2@(0,1,2,3)",0.9881689064824783,38,4,19
"Gzpi:1Gxmpi2:1Gxmpi2:1Gxpi2:1Gxmpi2:1Gzpi:1Gypi2:1Gzpi:1Gympi2:1Gypi:1Gympi2:1Gympi2:1Gxmpi2:1Gxpi2:1Gypi2:1Gympi2:1Gypi:1Gypi:1Gypi2:1Gxpi2:1Gxpi:1Gypi2:1Gxpi:1Gxpi:1Gzpi:1Gxmpi2:1Gympi2:1Gypi:1Gzpi:1Gxpi2:1Gympi2:1Gypi2:1Gxmpi2:1@(0,1,2,3)",0.9974159896709849,33,4,0
"[Gcnot:0:3Gxpi:1Gzpi:2][Gcnot:1:0Gzpi:2Gypi2:3][Gcnot:1:0Gcnot:2:3][Gcnot:1:2Gcnot:3:0][Gympi2:0Gxpi2:1Gxpi2:2Gxpi2:3]@(0,1,2,3)",0.993586838577026,5,4,6
"Gxpi:0Gzpi:0Gympi2:0Gxpi2:0Gzpi:0Gxpi2:0Gxmpi2:0Gympi2:0Gypi2:0Gxpi2:0Gypi2:0Gxpi2:0Gypi2:0Gxmpi2:0Gzpi:0Gxpi2:0Gympi2:0Gxpi:0Gypi2:0Gxpi2:0Gympi2:0Gxmpi2:0Gxpi:0Gypi2:0Gympi2:0Gzpi:0Gxmpi2:0Gxpi2:0Gympi2:0Gypi2:0Gxpi:0Gypi:0Gympi2:0Gympi2:0Gxmpi2:0Gxpi:0Gzpi:0Gypi2:0Gxpi2:0Gypi:0Gypi:0Gypi:0Gxpi:0Gxpi:0Gxpi:0Gzpi:0Gympi2:0Gympi2:0Gympi2:0Gxmpi2:0Gxpi2:0Gypi:0Gypi2:0Gxpi2:0Gzpi:0Gypi2:0Gypi:0Gxmpi2:0Gypi:0Gzpi:0Gxmpi2:0Gxmpi2:0Gxpi2:0Gypi2:0Gypi:0Gxmpi2:0Gxpi:0Gympi2:0Gxpi2:0Gxmpi2:0Gzpi:0Gypi2:0Gxpi:0Gxmpi2:0Gxpi2:0Gxpi2:0Gxpi:0Gympi2:0Gzpi:0Gympi2:0Gympi2:0Gzpi:0Gxmpi2:0Gypi:0Gypi2:0Gypi:0Gympi2:0Gypi2:0Gxpi:0Gypi:0Gzpi:0Gxpi:0Gypi2:0Gzpi:0Gypi:0Gxpi:0Gzpi:0Gxpi:0Gxmpi2:0Gxpi2:0Gypi:0@(0,1,2,3)",0.9964230069800246,101,4,0
"Gympi2:0Gxpi2:0Gxpi2:0Gympi2:0Gxpi2:0Gympi2:0Gympi2:0Gxpi2:0Gxpi2:0Gypi2:0Gxmpi2:0Gzpi:0Gympi2:0Gypi2:0Gypi2:0Gypi:0Gypi2:0Gypi2:0Gympi2:0Gypi2:0Gympi2:0Gzpi:0Gxmpi2:0Gxpi:0Gzpi:0Gympi2:0Gxmpi2:0Gypi:0Gypi2:0Gzpi:0Gypi:0Gypi2:0Gxmpi2:0Gzpi:0Gypi:0Gypi2:0Gxpi:0Gympi2:0Gympi2:0Gxpi2:0Gypi2:0Gxmpi2:0Gypi2:0Gypi:0Gympi2:0Gzpi:0Gzpi:0Gypi:0Gxpi2:0Gzpi:0Gxpi:0Gypi2:0Gympi2:0Gzpi:0Gzpi:0Gypi:0Gxpi2:0Gxpi:0Gzpi:0Gympi2:0Gzpi:0Gympi2:0Gypi:0Gxpi:0Gympi2:0Gxpi2:0Gzpi:0Gzpi:0Gympi2:0Gxpi2:0Gxpi:0Gxmpi2:0Gxpi2:0Gxpi2:0Gxmpi2:0Gympi2:0Gympi2:0Gxmpi2:0Gypi:0Gxpi2:0Gympi2:0Gxmpi2:0Gxpi2:0Gxpi2:0Gypi2:0Gxpi:0Gympi2:0Gypi2:0Gzpi:0Gypi2:0Gympi2:0Gxpi2:0Gxmpi2:0Gxpi:0Gypi2:0Gxmpi2:0Gxpi:0Gympi2:0Gypi:0Gympi2:0Gxmpi2:0Gypi:0Gxmpi2:0Gzpi:0Gzpi:0@(0,1,2,3)",0.9965858670996722,105,4,0
"[Gypi2:0Gxpi2:2Gypi2:3]@(0,1,2,3)",0.9995085112142855,1,4,0
"Gypi2:3Gypi2:3Gympi2:3Gzpi:3Gympi2:3Gxpi2:3Gypi2:3Gxpi:3Gympi2:3Gxpi2:3Gypi:3Gxmpi2:3Gypi2:3Gzpi:3Gzpi:3Gypi2:3Gypi2:3Gypi2:3Gxpi:3Gypi2:3Gympi2:3Gzpi:3Gympi2:3Gzpi:3Gxpi2:3Gxpi2:3Gypi2:3Gympi2:3Gypi2:3Gxpi2:3Gxmpi2:3Gympi2:3Gypi2:3Gypi:3Gympi2:3Gypi2:3Gxmpi2:3Gypi2:3Gxmpi2:3Gxmpi2:3Gxpi2:3Gxmpi2:3Gxmpi2:3Gxmpi2:3Gzpi:3Gxpi:3Gypi:3Gypi:3Gypi2:3Gypi2:3Gxpi:3Gzpi:3Gxmpi2:3Gypi:3Gzpi:3Gxpi2:3Gzpi:3Gxpi2:3Gxpi:3Gxmpi2:3Gypi:3Gxmpi2:3Gxpi2:3Gypi:3Gypi2:3Gypi:3Gypi2:3Gypi:3Gxpi2:3Gxpi:3Gypi2:3Gxmpi2:3Gympi2:3Gxmpi2:3Gzpi:3Gxpi:3Gympi2:3Gxpi:3Gympi2:3Gypi2:3Gympi2:3Gypi2:3Gzpi:3Gxpi:3Gxmpi2:3Gxpi2:3Gypi2:3Gzpi:3Gzpi:3Gypi:3Gzpi:3Gzpi:3Gypi2:3Gypi:3Gxpi:3Gympi2:3Gypi:3Gypi2:3Gxpi:3Gympi2:3Gxmpi2:3Gypi:3Gxpi2:3Gxmpi2:3Gypi:3Gxpi:3Gxpi2:3Gxmpi2:3Gxpi2:3Gypi:3Gxpi:3Gympi2:3Gympi2:3Gxpi2:3Gzpi:3Gxmpi2:3Gxpi2:3Gypi:3Gypi:3Gxpi:3Gzpi:3Gympi2:3Gzpi:3Gypi:3Gxmpi2:3Gxpi:3Gxmpi2:3Gxmpi2:3Gypi2:3Gypi:3Gympi2:3Gypi2:3Gzpi:3Gympi2:3Gzpi:3Gypi2:3Gxpi2:3Gxpi:3Gypi:3Gypi:3Gypi:3Gxmpi2:3Gxmpi2:3Gypi:3Gxpi2:3Gympi2:3Gxpi:3Gypi:3Gympi2:3Gxmpi2:3Gypi:3Gxpi:3Gypi:3Gypi:3@(0,1,2,3)",0.9942194115434413,154,4,0
"Gcnot:1:0Gcnot:1:0[Gxmpi2:0Gxpi2:1]@(0,1,2,3)",0.9985333615317481,3,4,2
"Gcnot:0:3[Gympi2:0Gxpi2:3][Gxpi2:0Gxpi:3][Gxpi:0Gxpi:3][Gzpi:0Gxpi2:3][Gympi2:0Gympi2:3][Gxmpi2:0Gxpi2:3][Gxpi2:0Gypi:3][Gxpi:0Gympi2:3][Gzpi:0Gypi2:3][Gxpi2:0Gzpi:3]@(0,1,2,3)",0.9992520455117506,11,4,1
"[Gympi2:2Gympi2:3][Gzpi:2Gympi2:3][Gxmpi2:2Gzpi:3]Gcnot:2:3[Gxpi2:2Gypi2:3]Gcnot:2:3[Gypi2:2Gypi2:3][Gypi:2Gxmpi2:3][Gxpi2:2Gxpi:3][Gzpi:2Gxpi2:3][Gxpi2:2Gypi:3][Gxpi2:2Gxmpi2:3][Gypi2:2Gxmpi2:3][Gxpi:2Gzpi:3]@(0,1,2,3)",0.9959904462824322,14,4,2
"[Gzpi:0Gxpi:1Gypi2:3][Gxpi:0Gypi:1Gypi:3][Gcnot:0:1Gzpi:3][Gcnot:0:1Gxpi2:3][Gcnot:3:0Gypi:1][Gzpi:0Gxpi2:1Gypi2:3][Gxpi2:0Gypi2:1Gypi:3][Gypi:0Gxpi2:1Gypi2:3][Gzpi:0Gxpi:1Gxpi2:3][Gypi:0Gxmpi2:1Gypi:3][Gxmpi2:0Gxpi2:1Gypi:3][Gympi2:0Gzpi:1Gympi2:3][Gxpi:0Gxpi2:1Gypi2:3][Gzpi:0Gxmpi2:1Gypi2:3][Gcnot:0:1Gympi2:3][Gxpi2:0Gxpi:1Gxmpi2:3][Gypi2:0Gypi2:1Gxpi:3]@(0,1,2,3)",0.9897981026636772,17,4,4
"[Gympi2:0Gypi:2Gxpi:3][Gxpi2:0Gzpi:2Gypi2:3][Gypi:0Gypi2:2Gypi:3][Gypi2:0Gympi2:2Gxmpi2:3][Gxmpi2:0Gxmpi2:2Gxpi2:3][Gypi:0Gxpi:2Gxpi2:3][Gxpi:0Gxpi:2Gypi:3][Gxpi:0Gxmpi2:2Gxpi:3][Gxpi:0Gxpi2:2Gypi:3][Gxmpi2:0Gypi:2Gxpi2:3][Gxpi:0Gympi2:2Gxpi2:3][Gxpi2:0Gypi2:2Gympi2:3][Gxpi:0Gxmpi2:2Gypi2:3][Gxpi2:0Gxmpi2:2Gzpi:3][Gxpi2:0Gxpi2:2Gypi:3][Gxmpi2:0Gypi2:2Gypi2:3][Gxmpi2:0Gxmpi2:2Gzpi:3][Gypi2:0Gypi:2Gxpi:3][Gxpi:0Gxmpi2:2Gxpi2:3][Gxmpi2:0Gxpi:2Gympi2:3][Gxmpi2:0Gypi2:2Gxpi:3]@(0,1,2,3)",0.9932242223293338,21,4,0
"[Gcnot:0:1Gxmpi2:2Gzpi:3][Gypi2:0Gypi:1Gxpi:2Gxpi2:3][Gxmpi2:0Gxmpi2:1Gympi2:2Gxpi:3][Gypi2:0Gxmpi2:1Gypi:2Gxpi:3][Gxpi:0Gxpi:1Gypi:2Gxmpi2:3][Gympi2:0Gypi:1Gympi2:2Gypi2:3][Gzpi:0Gypi:1Gypi2:2Gxmpi2:3][Gzpi:0Gypi2:1Gypi2:2Gxpi:3][Gcnot:3:0Gypi:1Gzpi:2][Gxpi2:0Gympi2:1Gxmpi2:2Gzpi:3][Gcnot:3:0Gzpi:1Gxpi:2][Gypi2:0Gxpi:1Gympi2:2Gypi2:3][Gcnot:1:0Gxpi2:2Gympi2:3][Gcnot:3:0Gzpi:1Gympi2:2][Gcnot:1:0Gxpi:2Gzpi:3][Gcnot:0:3Gcnot:1:2][Gypi2:0Gzpi:1Gxmpi2:2Gympi2:3][Gypi:0Gypi2:1Gxpi:2Gympi2:3][Gcnot:3:0Gxpi2:1Gzpi:2]@(0,1,2,3)",0.9826433688705678,19,4,9
"Gypi:2Gxmpi2:2Gxmpi2:2Gxpi2:2Gxpi:2Gxpi:2Gxmpi2:2Gypi:2Gypi2:2Gzpi:2Gxmpi2:2Gympi2:2Gxmpi2:2Gypi:2Gypi:2Gympi2:2Gypi:2Gypi:2Gzpi:2Gypi2:2Gxmpi2:2Gxmpi2:2Gzpi:2Gzpi:2Gypi:2Gympi2:2Gxmpi2:2Gxmpi2:2Gypi:2Gxmpi2:2Gypi:2Gxmpi2:2Gxpi:2Gxmpi2:2Gzpi:2Gxpi:2Gxpi2:2Gxmpi2:2Gympi2:2Gxpi2:2Gxpi:2Gxpi2:2Gympi2:2Gxpi2:2Gypi2:2Gzpi:2Gxmpi2:2Gzpi:2Gxpi2:2Gypi:2Gxpi2:2Gzpi:2Gypi2:2Gympi2:2Gxpi:2Gympi2:2Gzpi:2Gxmpi2:2Gxpi:2Gxpi:2Gxmpi2:2Gympi2:2Gypi2:2Gxpi:2Gypi2:2Gxmpi2:2Gxpi:2Gypi2:2Gzpi:2Gympi2:2Gzpi:2Gypi2:2Gympi2:2Gxpi:2Gympi2:2Gxpi2:2Gxpi:2Gympi2:2Gxpi:2Gxpi:2Gypi:2Gypi:2Gypi2:2Gympi2:2Gxpi2:2Gympi2:2Gypi:2Gympi2:2Gypi2:2Gxmpi2:2Gypi2:2Gypi2:2Gzpi:2Gympi2:2Gypi2:2Gypi:2Gxpi:2Gypi2:2Gypi:2Gxpi:2Gypi:2Gypi:2Gzpi:2Gympi2:2Gympi2:2Gzpi:2Gxpi2:2Gxmpi2:2Gzpi:2Gxpi2:2Gypi:2Gypi:2Gxpi:2Gypi2:2Gxpi:2Gxpi2:2Gxpi2:2Gympi2:2Gxpi2:2Gypi2:2Gzpi:2Gzpi:2Gympi2:2Gympi2:2Gympi2:2Gzpi:2Gxmpi2:2Gzpi:2Gxpi2:2Gxpi2:2Gxmpi2:2Gypi:2Gypi2:2Gympi2:2Gypi:2Gympi2:2Gypi2:2Gxmpi2:2Gzpi:2Gxmpi2:2Gypi:2Gxmpi2:2@(0,1,2,3)",0.9719004102663577,142,4,0
"[Gcnot:2:1Gxmpi2:0Gypi2:3][Gcnot:3:2Gxpi2:0Gxpi2:1][Gzpi:0Gympi2:1Gypi:2Gxpi2:3][Gypi:0Gxmpi2:1Gypi:2Gypi2:3][Gympi2:0Gxmpi2:1Gzpi:2Gxpi:3][Gympi2:0Gypi2:1Gxpi:2Gxpi2:3][Gxmpi2:0Gypi2:1Gypi2:2Gympi2:3][Gcnot:1:2Gcnot:3:0][Gypi:0Gzpi:1Gxpi2:2Gympi2:3][Gxpi2:0Gxpi2:1Gypi:2Gxpi:3][Gcnot:1:0Gypi:2Gzpi:3][Gypi:0Gympi2:1Gxmpi2:2Gxpi2:3]@(0,1,2,3)",0.9931517690453198,12,4,5
"[Gcnot:1:0Gxpi:2Gzpi:3][Gcnot:0:1Gcnot:2:3][Gcnot:0:3Gcnot:2:1][Gcnot:2:3Gxpi2:0Gypi2:1]@(0,1,2,3)",0.9923397829226286,4,4,6
"[Gypi2:0Gypi2:1Gxpi:2Gxpi2:3][Gcnot:2:1Gxpi:0Gypi2:3][Gypi:0Gxmpi2:1Gxpi2:2Gzpi:3][Gypi2:0Gxpi2:1Gxpi2:2Gzpi:3][Gypi2:0Gypi:1Gxpi2:2Gxpi2:3][Gzpi:0Gxpi2:1Gypi2:2Gypi:3][Gxmpi2:0Gypi:1Gypi:2Gxpi2:3][Gypi2:0Gxpi2:1Gypi:2Gympi2:3][Gxpi2:0Gxmpi2:1Gympi2:2Gxpi:3][Gympi2:0Gxpi:1Gypi:2Gzpi:3][Gympi2:0Gympi2:1Gxpi:2Gypi2:3][Gypi2:0Gxmpi2:1Gzpi:2Gympi2:3][Gxmpi2:0Gzpi:1Gxmpi2:2Gxpi:3][Gypi:0Gzpi:1Gypi:2Gxmpi2:3][Gxpi2:0Gympi2:1Gympi2:2Gxpi:3][Gxmpi2:0Gxpi2:1Gxpi:2Gypi:3][Gcnot:2:3Gypi:0Gxpi:1][Gxpi2:0Gzpi:1Gympi2:2Gxpi:3]@(0,1,2,3)",0.9889868464598418,18,4,2
"[Gypi2:0Gxpi2:1Gypi2:2][Gcnot:1:2Gxpi2:0][Gypi:0Gzpi:1Gxmpi2:2][Gxpi:0Gypi:1Gypi2:2][Gypi:0Gypi:1Gypi:2][Gxpi2:0Gxpi2:1Gympi2:2][Gxpi2:0Gympi2:1Gxpi2:2][Gxpi:0Gxpi2:1Gxpi:2][Gympi2:0Gxpi:1Gxpi2:2][Gcnot:2:1Gxpi:0][Gcnot:2:1Gxpi:0][Gypi2:0Gypi2:1Gzpi:2][Gxpi:0Gypi2:1Gxpi2:2][Gcnot:2:1Gxmpi2:0][Gympi2:0Gzpi:1Gzpi:2][Gxpi2:0Gympi2:1Gympi2:2][Gypi:0Gxpi2:1Gzpi:2][Gcnot:1:2Gypi2:0][Gcnot:2:1Gypi2:0][Gxmpi2:0Gympi2:1Gypi2:2][Gzpi:0Gxpi2:1Gxmpi2:2][Gzpi:0Gxpi:1Gzpi:2][Gcnot:1:0Gypi2:2][Gcnot:2:1Gxmpi2:0][Gzpi:0Gxpi2:1Gypi2:2]@(0,1,2,3)",0.9843077302724152,25,4,8
"[Gypi2:0Gzpi:1Gxmpi2:2Gypi2:3][Gxpi:0Gypi:1Gympi2:2Gypi:3][Gympi2:0Gypi2:1Gympi2:2Gypi2:3][Gypi:0Gypi:1Gypi2:2Gxpi:3][Gypi2:0Gympi2:1Gympi2:2Gxpi:3][Gcnot:3:0Gympi2:1Gypi:2][Gxpi:0Gxpi:1Gxpi2:2Gympi2:3]@(0,1,2,3)",0.994985300329196,7,4,1
"[Gcnot:0:3Gzpi:1][Gcnot:0:1Gypi:3][Gcnot:3:0Gxpi:1][Gcnot:1:0Gxpi2:3][Gcnot:0:1Gxpi:3][Gcnot:0:1Gzpi:3][Gcnot:3:0Gxpi2:1][Gypi:0Gypi2:1Gxmpi2:3][Gcnot:3:0Gxmpi2:1][Gcnot:0:3Gypi:1][Gcnot:3:0Gxpi:1][Gcnot:0:3Gzpi:1][Gcnot:0:1Gxpi:3][Gcnot:3:0Gypi2:1][Gcnot:0:1Gypi2:3][Gcnot:0:1Gypi2:3][Gcnot:0:1Gzpi:3][Gxpi:0Gypi:1Gypi2:3]@(0,1,2,3)",0.9802549660616735,18,4,16
"[Gxpi2:0Gxpi:1Gypi:2][Gypi:0Gympi2:1Gxpi2:2][Gzpi:0Gypi2:1Gxpi:2][Gympi2:0Gxmpi2:1Gzpi:2][Gcnot:0:1Gypi:2][Gzpi:0Gypi2:1Gxpi2:2][Gcnot:0:1Gzpi:2][Gypi2:0Gxpi2:1Gympi2:2][Gypi:0Gympi2:1Gxpi:2][Gympi2:0Gxmpi2:1Gypi:2][Gypi2:0Gzpi:1Gympi2:2][Gypi2:0Gxpi2:1Gypi2:2][Gxmpi2:0Gzpi:1Gzpi:2][Gzpi:0Gypi:1Gzpi:2][Gympi2:0Gzpi:1Gympi2:2][Gypi2:0Gxpi2:1Gxmpi2:2][Gypi:0Gypi:1Gzpi:2][Gypi:0Gympi2:1Gxpi:2][Gzpi:0Gypi:1Gypi2:2][Gcnot:1:2Gxpi2:0][Gcnot:0:1Gxpi2:2][Gympi2:0Gxpi2:1Gympi2:2][Gcnot:2:1Gypi:0]@(0,1,2,3)",0.9890689200153899,23,4,5
