,width,size,polarization,pol_std_dev,pol_95%_ci_lower,pol_95%_ci_upper,quops_rate,quops_rate_std_dev,raw_quops_rate,raw_quops_rate_std_dev
0,2,16,0.9826163032533334,0.001590965792,0.9799991645254934,1.0,799304.4517246385,,827835.9849954728,
1,2,32,0.9834004973866667,0.0014399926432000002,0.9810317094886026,1.0,1562557.3958258517,,1615753.5975763698,
2,2,64,0.98090075584,0.0014619843200000002,0.9784957916336,1.0,3260285.518977045,,3388484.4473858373,
3,2,128,0.9822995416533333,0.0015505343082666669,0.9797489127162347,1.0,6483400.832553314,,6719160.104986876,
4,2,256,0.9824499458133332,0.0014701503359999999,0.9800315485106132,1.0,12856046.898195997,,13319458.89698231,
5,2,512,0.9823422387199999,0.0015106840160000001,0.9798571635136799,1.0,25820647.62343307,,26757251.110530443,
6,4,16,0.9622305203701961,0.0034662461711058826,0.9565285454187269,1.0,673678.9990591347,,727603.4561164166,
7,4,32,0.9502578087654902,0.004385827264752941,0.9430431229149716,1.0,1138409.411989887,,1260711.1198660494,
8,4,64,0.9277165874196078,0.004587227551623529,0.9201705980971872,1.0,1707178.5606912414,,1983573.5316906865,
9,4,128,0.8894256342839216,0.006272117859388236,0.879108000405228,1.0,2283156.2286794507,,2886133.0326944767,
10,4,160,0.8559246986541177,0.0063907420822588235,0.8454119279288019,1.0,2327121.9845658676,,3176493.9448084175,
11,4,192,0.826250581132549,0.008688815620015687,0.8119574794376232,1.0,2336166.900713808,,3422002.4060954414,
12,4,224,0.8087623999247059,0.0070436134309647055,0.797175655830769,1.0,2297324.9621757087,,3512210.4190349258,
13,4,256,0.76565239808,0.010522857502117648,0.7483422974890165,1.0,2124705.2028390276,,3624393.869677556,
14,6,24,0.9117364294767277,0.008517261026430282,0.8977255350882499,1.0,661099.1501628475,,795294.5074973075,
15,6,48,0.8556818510769231,0.014846579853284494,0.8312592272182701,1.0,911618.9262070326,,1245055.4438752353,
16,6,96,0.7967686231646398,0.012370466333382173,0.7764192060462262,1.0,717164.7791307234,,1129677.571193222,
17,6,120,0.7635315468440538,0.012756656238026862,0.7425468473324995,1.0,1128212.7285107255,,1935249.768173205,
18,6,132,0.7442126470157754,0.014060432092678876,0.7210832362233186,1.0,1127087.4160969085,,2034995.760425499,
19,6,144,0.7350051416896703,0.0174105620955116,0.7063647670425538,1.0,1165140.0516220669,,2156737.933875014,
20,6,156,0.7049374323403174,0.017867745752615384,0.675544990577265,1.0,1109996.251836645,,2233676.9759450173,
21,6,168,0.7203564906588523,0.02152135973821734,0.6849538538894848,1.0,1172488.6664277415,,2259507.077771427,
22,6,192,0.6674391429845178,0.017901299464439562,0.6379915053655147,1.0,1025154.4882495223,,2301261.4988164087,
23,6,216,0.707778414039365,0.022840607300141636,0.670205615030632,1.0,1169028.3190373492,,2333621.4347450305,
24,8,32,0.8004175703138049,0.01482413135829343,0.7760318742294122,1.0,249492.0463627826,,389424.68587422796,
25,8,64,0.699223925621326,0.025351613074916304,0.6575205221130886,1.0,496792.9234313415,,1016114.9480034929,
26,8,80,0.6962246204555612,0.02560864501691249,0.6540983994027402,1.0,567037.8032576015,,1169804.4233229756,
27,8,96,0.6074462877057084,0.026731133674730144,0.5634735728107774,1.0,480786.3360585639,,1302975.8067252554,
28,8,112,0.6245905801068498,0.034195610283604176,0.5683388011903209,1.0,522514.94844438694,,1339392.4898349675,
29,8,128,0.5334018523772885,0.024069144265995268,0.49380811005972636,1.0,391730.9234226898,,1376825.2346250035,
30,10,20,0.8220220211669726,0.019250929439116972,0.7903542422396252,1.0,288861.9015853093,,427487.4425563749,
31,10,40,0.7513635059817615,0.019053471400806314,0.7200205455274351,1.0,408925.4330182114,,724342.4328851464,
32,10,60,0.6986960415541534,0.025493051092068075,0.6567599725077015,1.0,451335.8682384776,,924534.843406911,
33,10,80,0.652694449983617,0.02644424074919322,0.6091936739511942,1.0,462598.7119095091,,1085886.86416234,
34,12,24,0.7294935741765606,0.02047504747040793,0.6958121210877395,1.0,134959.16938085732,,253605.95974005386,
35,12,48,0.6697854782176808,0.034111038113176305,0.6136728205215057,1.0,312417.9059543241,,696409.1403699673,
36,16,32,0.6547774306196217,0.027357667046369702,0.6097740683283435,1.0,190627.64313967864,,444629.7068222871,
37,16,64,0.5520756568957096,0.026959110246276907,0.507727920540584,1.0,220174.97578821683,,722388.396636379,
